Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source
South Africa,Eastern Cape,War Memorial Clinic,Clinic,MoH,-32.7928,26.8308,GPS
South Africa,Eastern Cape,Wartburg Clinic,Clinic,MoH,-32.4446999999999,27.4207,GPS
South Africa,Eastern Cape,Washington Clinic,Clinic,MoH,-32.9921999999999,27.0105,GPS
South Africa,Eastern Cape,Welcomewood Clinic,Clinic,MoH,-33.0090999999999,27.5978999999999,GPS
South Africa,Eastern Cape,Wells Estate Clinic,Clinic,MoH,-33.8226999999999,25.6339,GPS
South Africa,Eastern Cape,Wesley Clinic,Clinic,MoH,-33.3226,27.3369,GPS
South Africa,Eastern Cape,West End CHC,Community Health Centre,MoH,-33.8847,25.5182,GPS
South Africa,Eastern Cape,Westbank Nursery School Satellite Clinic,Satellite Clinic,MoH,-33.0317999999999,27.9102,GPS
South Africa,Eastern Cape,Weston Clinic,Clinic,MoH,-33.8483999999999,24.8654,GPS
South Africa,Eastern Cape,Whittlesea CHC,Community Health Centre,MoH,-32.1728999999999,26.8207999999999,GPS
South Africa,Eastern Cape,Wilhelm Stahl Hospital Middelburg,District Hospital,MoH,-31.4917,24.9935,GPS
South Africa,Eastern Cape,Willowmore Clinic,Clinic,MoH,-33.2920999999999,23.4871,GPS
South Africa,Eastern Cape,Willowmore Hospital,District Hospital,MoH,-33.3004,23.4676,GPS
South Africa,Eastern Cape,Willowvale CHC,Community Health Centre,MoH,-32.2654,28.4982,GPS
South Africa,Eastern Cape,Wilo Clinic,Clinic,MoH,-31.8935999999999,28.9432,GPS
South Africa,Eastern Cape,Wittebergen Clinic,Clinic,MoH,-30.6023,27.1061,GPS
South Africa,Eastern Cape,Wongalethu Clinic,Clinic,MoH,-33.0266999999999,24.3255,GPS
South Africa,Eastern Cape,Woodlands Clinic,Clinic,MoH,-34.0031,24.1649999999999,GPS
South Africa,Eastern Cape,Xhora CHC,Community Health Centre,MoH,-31.9678,28.6839,GPS
South Africa,Eastern Cape,Xhwili Clinic,Clinic,MoH,-31.7351999999999,28.568,GPS
South Africa,Eastern Cape,Xonxa Clinic,Clinic,MoH,-31.8489,27.0895,GPS
South Africa,Eastern Cape,Xopozo Clinic,Clinic,MoH,-30.9882999999999,29.4604,GPS
South Africa,Eastern Cape,Xume Clinic,Clinic,MoH,-32.0595,27.9031999999999,GPS
South Africa,Eastern Cape,Xurana Clinic,Clinic,MoH,-31.2348,29.4949,GPS
South Africa,Eastern Cape,Yonda Clinic,Clinic,MoH,-32.2841999999999,26.6747,GPS
South Africa,Eastern Cape,Zabasa Clinic,Clinic,MoH,-31.4464,28.2715999999999,GPS
South Africa,Eastern Cape,Zadungeni Clinic,Clinic,MoH,-31.5611999999999,27.8937999999999,GPS
South Africa,Eastern Cape,Zalara Clinic,Clinic,MoH,-32.5953,27.1012999999999,GPS
South Africa,Eastern Cape,Zanempilo Clinic East London,Clinic,MoH,-32.9545,27.9914999999999,GPS
South Africa,Eastern Cape,Zanempilo Clinic Zwelitsha,Clinic,MoH,-32.801,27.4178999999999,GPS
South Africa,Eastern Cape,Zazulwana Clinic,Clinic,MoH,-32.2946,28.1605999999999,GPS
South Africa,Eastern Cape,Zenethemba Clinic,Clinic,MoH,-30.4874,27.4060999999999,GPS
South Africa,Eastern Cape,Zidindi Clinic,Clinic,MoH,-31.9896999999999,29.0322,GPS
South Africa,Eastern Cape,Zigodlo Clinic,Clinic,MoH,-32.9834999999999,27.0653,GPS
South Africa,Eastern Cape,Zihlahleni Clinic,Clinic,MoH,-32.8622999999999,27.2011,GPS
South Africa,Eastern Cape,Zikhova Clinic,Clinic,MoH,-33.2291999999999,27.4783,GPS
South Africa,Eastern Cape,Zingisa Clinic,Clinic,MoH,-33.8661999999999,25.5826999999999,GPS
South Africa,Eastern Cape,Zingisa NU 5 Clinic,Clinic,MoH,-32.9564999999999,27.7387,GPS
South Africa,Eastern Cape,Zingquthu Clinic,Clinic,MoH,-31.7514,26.8609,GPS
South Africa,Eastern Cape,Zitatele Clinic,Clinic,MoH,-31.5539999999999,28.8321,GPS
South Africa,Eastern Cape,Zitulele Gateway Clinic,Clinic,MoH,-32.0505,29.0916,GPS
South Africa,Eastern Cape,Zitulele Hospital,District Hospital,MoH,-32.0505,29.0916,GPS
South Africa,Eastern Cape,Zola Clinic,Clinic,MoH,-32.0114999999999,26.2475999999999,GPS
South Africa,Eastern Cape,Zulu Clinic,Clinic,MoH,-30.9834999999999,29.3028,GPS
South Africa,Eastern Cape,Zwelakhe Dalasile CHC,Community Health Centre,MoH,-31.6480999999999,28.2439,GPS
South Africa,Eastern Cape,Zwelebhunga Clinic,Clinic,MoH,-31.9986999999999,28.7291999999999,GPS
South Africa,Eastern Cape,Zweledinga Clinic,Clinic,MoH,-32.322,26.6752,GPS
South Africa,Eastern Cape,Zwelichumile Clinic,Clinic,MoH,-31.8929,28.6275,GPS
South Africa,Eastern Cape,Zwelitsha Zone 5 Clinic,Clinic,MoH,-32.9241,27.4237,GPS
South Africa,Eastern Cape,Zwide Clinic,Clinic,MoH,-33.868,25.5551999999999,GPS
South Africa,Free State,Aandrus Clinic,Clinic,MoH,-29.1254999999999,26.1952,GPS
South Africa,Free State,Albert Luthuli Memorial Clinic,Clinic,MoH,-27.8362,26.3668,GPS
South Africa,Free State,Allanridge Clinic,Clinic,MoH,-27.7532999999999,26.6448,GPS
South Africa,Free State,AM Kruger Clinic,Clinic,MoH,-27.873,26.6853,GPS
South Africa,Free State,Amelia Clinic,Clinic,MoH,,,
South Africa,Free State,Ango Maseola Marikana Clinic,Clinic,MoH,-25.6754,27.2349,GPS
South Africa,Free State,Bainsvlei Clinic,Clinic,MoH,-29.0644999999999,26.1298999999999,GPS
South Africa,Free State,Bakenpark Clinic,Clinic,MoH,-28.2184999999999,28.3341999999999,GPS
South Africa,Free State,Batho Clinic,Clinic,MoH,-29.1389,26.2273,GPS
South Africa,Free State,Bayswater Clinic,Clinic,MoH,-29.0847,26.2441,GPS
South Africa,Free State,Bethlehem Clinic,Clinic,MoH,-28.2327,28.3079,GPS
South Africa,Free State,Bethlehem Youth Clinic,Clinic,MoH,-28.233,28.308,GPS
South Africa,Free State,Bloemspruit Clinic,Clinic,MoH,-29.1373,26.2714,GPS
South Africa,Free State,Blue Gum Bush Clinic,Clinic,MoH,-28.4825,28.8491,GPS
South Africa,Free State,Bohlokong Clinic,Clinic,MoH,-28.2242,28.3160999999999,GPS
South Africa,Free State,Boiketlo Clinic,Clinic,MoH,-28.5496,28.8261,GPS
South Africa,Free State,Boithusong Clinic,Clinic,MoH,-27.8552,26.7605,GPS
South Africa,Free State,Boitumelo Hospital,Regional Hospital,MoH,-27.6439999999999,27.2132,GPS
South Africa,Free State,Boitumelo Senekal Clinic,Clinic,MoH,-28.3435999999999,27.6313,GPS
South Africa,Free State,Bolata Clinic,Clinic,MoH,-28.5638,28.7958,GPS
South Africa,Free State,Bongani Hospital,Regional Hospital,MoH,-27.9530999999999,26.7862,GPS
South Africa,Free State,Bophelong Allanridge Clinic,Clinic,MoH,-27.7769,26.6569,GPS
South Africa,Free State,Bophelong Botshabelo Clinic,Clinic,MoH,-29.2777999999999,26.7331,GPS
South Africa,Free State,Bophelong Kroonstad Clinic,Clinic,MoH,-27.6347999999999,27.1892,GPS
South Africa,Free State,Bophelong Odendaalsrus Clinic,Clinic,MoH,-27.8591,26.7764999999999,GPS
South Africa,Free State,Bophelong Petrusburg CHC,Community Health Centre,MoH,-29.119,25.4181999999999,GPS
South Africa,Free State,Bophelong Vrede Clinic,Clinic,MoH,-27.4182999999999,29.1736,GPS
South Africa,Free State,Bophelong Welkom Clinic,Clinic,MoH,-27.969,26.8353,GPS
South Africa,Free State,Borwa Clinic,Clinic,MoH,-29.1962,27.03,GPS
South Africa,Free State,Boshof Clinic,Clinic,MoH,-28.5504,25.2516,GPS
South Africa,Free State,Bothaville Clinic,Clinic,MoH,-27.3924999999999,26.6193999999999,GPS
South Africa,Free State,Botshabelo Hospital,District Hospital,MoH,-29.2325,26.7156999999999,GPS
South Africa,Free State,Botshabelo Industrial Clinic,Clinic,MoH,-29.2041,26.7041,GPS
South Africa,Free State,Brentpark Clinic,Clinic,MoH,-27.6685,27.1937,GPS
South Africa,Free State,Bronville Clinic,Clinic,MoH,-27.9965,26.8131999999999,GPS
South Africa,Free State,Central Park Clinic,Clinic,MoH,-29.1206999999999,26.2229999999999,GPS
South Africa,Free State,Clocolan Clinic,Clinic,MoH,-28.91,27.5742,GPS
South Africa,Free State,DA Maleho Clinic,Clinic,MoH,-28.2913999999999,26.1539,GPS
South Africa,Free State,Daniel Ngatane Clinic,Clinic,MoH,-29.2326,26.7275999999999,GPS
South Africa,Free State,Dealesville Clinic,Clinic,MoH,-28.6717,25.7653,GPS
South Africa,Free State,Deneysville Clinic,Clinic,MoH,-26.8911,28.0972,GPS
South Africa,Free State,Dewetsdorp One Stop Clinic,Clinic,MoH,-29.5852,26.6689,GPS
South Africa,Free State,Diamond Diamant Hospital,District Hospital,MoH,-29.7603,25.4232,GPS
South Africa,Free State,Dihlabeng Gateway Clinic,Clinic,MoH,-28.2332,28.3197,GPS
South Africa,Free State,Dihlabeng Hospital,Regional Hospital,MoH,-28.2331,28.3197,GPS
South Africa,Free State,Dinaane Clinic,Clinic,MoH,-29.2274999999999,26.8312999999999,GPS
South Africa,Free State,Dinkweng Clinic,Clinic,MoH,-28.6282,28.8965999999999,GPS
South Africa,Free State,Dr JS Moroka Hospital,District Hospital,MoH,-29.2044999999999,26.8347,GPS
South Africa,Free State,Dr Pedro Memorial Clinic,Clinic,MoH,-29.2078999999999,26.6817999999999,GPS
South Africa,Free State,Duke Street Clinic,Clinic,MoH,-28.6972999999999,26.4637999999999,GPS
South Africa,Free State,Elizabeth Ross Hospital,District Hospital,MoH,-28.5889999999999,28.8175999999999,GPS
South Africa,Free State,Elrich Park Clinic,Clinic,MoH,-29.1521,26.2128,GPS
South Africa,Free State,Embekweni Hospital,District Hospital,MoH,-30.2921,27.0753999999999,GPS
South Africa,Free State,Ethembeni Clinic,Clinic,MoH,-29.3933,24.9918,GPS
South Africa,Free State,Eva Mota Clinic,Clinic,MoH,-28.6334,28.8684,GPS
South Africa,Free State,Excelsior Clinic,Clinic,MoH,-28.9329,27.0566,GPS
South Africa,Free State,Fateng Tse Ntsho Clinic,Clinic,MoH,-28.2989999999999,27.9674,GPS
South Africa,Free State,Fauna Clinic,Clinic,MoH,-29.1655,26.1899,GPS
South Africa,Free State,Fauresmith Clinic,Clinic,MoH,-29.7445999999999,25.3094,GPS
South Africa,Free State,Fezi Ngumbentombi Hospital,District Hospital,MoH,-26.8014,27.8276,GPS
South Africa,Free State,Fichardtpark Clinic,Clinic,MoH,-29.1437999999999,26.1817999999999,GPS
South Africa,Free State,Flora Clinic,Clinic,MoH,-30.593,25.4949,GPS
South Africa,Free State,Frankfort Clinic,Clinic,MoH,-27.2776999999999,28.4925,GPS
South Africa,Free State,Freedom Square Clinic,Clinic,MoH,-29.1738,26.2536999999999,GPS
South Africa,Free State,Gabriel Dichabe Clinic,Clinic,MoH,-29.1146999999999,26.2153999999999,GPS
South Africa,Free State,Gaongalelwe Clinic,Clinic,MoH,-29.1682999999999,26.8009999999999,GPS
South Africa,Free State,Geneva Clinic,Clinic,MoH,-27.8552,26.7554,GPS
South Africa,Free State,Hani Park Clinic,Clinic,MoH,-27.9871,26.8235999999999,GPS
South Africa,Free State,Harrismith Clinic,Clinic,MoH,-28.2726,29.1267,GPS
South Africa,Free State,Harry Gwala Botshabelo Clinic,Clinic,MoH,-29.2876,26.7110999999999,GPS
South Africa,Free State,Harry Gwala Sasolburg Clinic,Clinic,MoH,-26.85,27.879,GPS
South Africa,Free State,Heidedal CHC,Community Health Centre,MoH,-29.1416,26.2464,GPS
South Africa,Free State,Heidedal Clinic,Clinic,MoH,-29.1419999999999,26.2459999999999,GPS
South Africa,Free State,Heilbron Clinic,Clinic,MoH,-27.2902999999999,27.9681,GPS
South Africa,Free State,Heilbron PHC Inside Clinic,Clinic,MoH,-27.2899999999999,27.968,GPS
South Africa,Free State,Helpmekaar Satellite Clinic,Satellite Clinic,MoH,-27.7514,26.1151,GPS
South Africa,Free State,Hennenman Clinic,Clinic,MoH,-27.9724,27.02,GPS
South Africa,Free State,Highway Junction Clinic,Clinic,MoH,-28.2884999999999,29.1315999999999,GPS
South Africa,Free State,Hill Street Clinic,Clinic,MoH,-27.6631,27.2403,GPS
South Africa,Free State,Hilton Clinic,Clinic,MoH,-29.1072999999999,26.2382999999999,GPS
South Africa,Free State,Hlohlolwane Clinic,Clinic,MoH,-28.9118999999999,27.5521999999999,GPS
South Africa,Free State,Hobhouse Clinic,Clinic,MoH,-29.5214,27.1475,GPS
South Africa,Free State,Hoopstad Clinic,Clinic,MoH,-27.8323,25.9147,GPS
South Africa,Free State,Hope CHC,Community Health Centre,MoH,-28.0817,27.1439999999999,GPS
South Africa,Free State,Hostel nr 1 Clinic,Clinic,MoH,-29.1341,26.2382999999999,GPS
South Africa,Free State,Hydropark Clinic,Clinic,MoH,-30.593,25.494,GPS
South Africa,Free State,Ikaheng Clinic,Clinic,MoH,-29.1680999999999,27.4599,GPS
South Africa,Free State,Ikgomotseng Clinic,Clinic,MoH,-28.7361,26.1049,GPS
South Africa,Free State,Intabazwe Clinic,Clinic,MoH,-28.2529,29.0966999999999,GPS
South Africa,Free State,Itemoheng Hospital,District Hospital,MoH,-28.3274,27.6054999999999,GPS
South Africa,Free State,Itumeleng Botshabelo Clinic,Clinic,MoH,-29.2853999999999,26.7197,GPS
South Africa,Free State,Itumeleng Clarens Clinic,Clinic,MoH,-28.5225,28.4212999999999,GPS
South Africa,Free State,Itumeleng Jagersfontein Clinic,Clinic,MoH,-29.7669,25.4348999999999,GPS
South Africa,Free State,Jacobsdal Clinic,Clinic,MoH,-29.1298999999999,24.7715999999999,GPS
South Africa,Free State,Jazzman Mokhothu Clinic,Clinic,MoH,-29.2572,26.7138999999999,GPS
South Africa,Free State,John Daniel Newberry Hospital,District Hospital,MoH,-28.91,27.5742,GPS
South Africa,Free State,Kagisanong Clinic,Clinic,MoH,-29.1962,26.245,GPS
South Africa,Free State,Kamohelo Clinic,Clinic,MoH,-28.5310999999999,27.0017,GPS
South Africa,Free State,Kananelo CHC,Community Health Centre,MoH,-27.0047,27.3680999999999,GPS
South Africa,Free State,Katleho Hospital,District Hospital,MoH,-28.1104999999999,26.858,GPS
South Africa,Free State,Kgalala Clinic,Clinic,MoH,-28.9888,26.8043,GPS
South Africa,Free State,Kganya CHC,Community Health Centre,MoH,-27.2342,27.5874999999999,GPS
South Africa,Free State,Kgotso Clinic,Clinic,MoH,-27.5552999999999,27.6636999999999,GPS
South Africa,Free State,Kgotsong Bothaville Clinic,Clinic,MoH,-27.3902,26.6442,GPS
South Africa,Free State,Khosatsana Masetjhaba Clinic,Clinic,MoH,,,
South Africa,Free State,Khotalong Clinic,Clinic,MoH,-28.1317999999999,26.9028999999999,GPS
South Africa,Free State,Klipfontein Clinic,Clinic,MoH,-29.5228,26.983,GPS
South Africa,Free State,K-Maile Clinic,Clinic,MoH,-27.3839,26.6573999999999,GPS
South Africa,Free State,Kokelong Clinic,Clinic,MoH,-28.678,27.4143,GPS
South Africa,Free State,Kopano CHC,Community Health Centre,MoH,-27.983,26.728,GPS
South Africa,Free State,Kopanong Clinic,Clinic,MoH,-28.3311999999999,28.6981,GPS
South Africa,Free State,Ladybrand Clinic,Clinic,MoH,-29.1909999999999,27.459,GPS
South Africa,Free State,Langenhovenpark Clinic,Clinic,MoH,-29.0977999999999,26.1558999999999,GPS
South Africa,Free State,Lebohang Clinic,Clinic,MoH,-29.7205,27.0272,GPS
South Africa,Free State,Lephoi Clinic,Clinic,MoH,-30.4978,25.9798,GPS
South Africa,Free State,Leratong Clinic,Clinic,MoH,-27.7807999999999,26.6568,GPS
South Africa,Free State,Leratswana Clinic,Clinic,MoH,-28.0276999999999,27.844,GPS
South Africa,Free State,Lesedi CHC,Community Health Centre,MoH,-27.6408999999999,27.1922999999999,GPS
South Africa,Free State,Lesedi Clinic,Clinic,MoH,-28.2479,29.1053999999999,GPS
South Africa,Free State,Leseding Clinic,Clinic,MoH,-27.8814999999999,27.9073999999999,GPS
South Africa,Free State,Lindley Clinic,Clinic,MoH,-27.8813,27.9159,GPS
South Africa,Free State,Lourierpark Clinic,Clinic,MoH,-29.1778,26.1743999999999,GPS
South Africa,Free State,Luckhoff Clinic,Clinic,MoH,-29.7499,24.7863,GPS
South Africa,Free State,Lusaka Clinic,Clinic,MoH,-28.4165999999999,26.698,GPS
South Africa,Free State,Mafane Clinic,Clinic,MoH,-29.1988999999999,26.8134,GPS
South Africa,Free State,Mafube Hospital,District Hospital,MoH,-27.2788,28.5002,GPS
South Africa,Free State,Ma-haig Clinic,Clinic,MoH,-28.5193,28.8014,GPS
South Africa,Free State,Makeneng Clinic,Clinic,MoH,-28.6144,28.8216,GPS
South Africa,Free State,Makhalaneng Clinic,Clinic,MoH,-28.5507999999999,28.7913999999999,GPS
South Africa,Free State,Makoane Clinic,Clinic,MoH,-28.5346,28.8882,GPS
South Africa,Free State,Malesaona Clinic,Clinic,MoH,-28.5584999999999,28.721,GPS
South Africa,Free State,Maletsatsi Mabaso Clinic,Clinic,MoH,-29.2547,26.7319999999999,GPS
South Africa,Free State,Mamello CHC,Community Health Centre,MoH,-28.6667999999999,27.4265,GPS
South Africa,Free State,Mamello Clinic,Clinic,MoH,-30.0340999999999,25.7807,GPS
South Africa,Free State,Manyatseng Clinic,Clinic,MoH,-29.1724,27.4655999999999,GPS
South Africa,Free State,Marakong Clinic,Clinic,MoH,-28.5652,28.8471,GPS
South Africa,Free State,Marantha Clinic,Clinic,MoH,-28.6907,26.4628,GPS
South Africa,Free State,Masebabatso Clinic,Clinic,MoH,-28.9042999999999,27.8832999999999,GPS
South Africa,Free State,Masilo Clinic,Clinic,MoH,-28.4098,26.7071,GPS
South Africa,Free State,Matjhabeng Clinic,Clinic,MoH,-27.9673,26.7984,GPS
South Africa,Free State,Matlakeng Clinic,Clinic,MoH,-30.2959999999999,27.0944,GPS
South Africa,Free State,Matlakeng Hospital,District Hospital,MoH,-30.2968,27.1004,GPS
South Africa,Free State,Matsieng Clinic,Clinic,MoH,-28.6015,28.8009999999999,GPS
South Africa,Free State,Matwabeng Clinic,Clinic,MoH,-28.3443,27.6286999999999,GPS
South Africa,Free State,Mauersnek Clinic,Clinic,MoH,-29.1903,27.4394999999999,GPS
South Africa,Free State,MCDC Clinic,Clinic,MoH,-29.1753,26.2198999999999,GPS
South Africa,Free State,Meloding Clinic,Clinic,MoH,-28.1298999999999,26.8977,GPS
South Africa,Free State,Memel Clinic,Clinic,MoH,-27.6778,29.5642,GPS
South Africa,Free State,Meqheleng Clinic,Clinic,MoH,-28.8898,27.8770999999999,GPS
South Africa,Free State,Metsimaholo Clinic,Clinic,MoH,-26.9790999999999,28.2110999999999,GPS
South Africa,Free State,Mmabana Clinic,Clinic,MoH,-29.1507,26.2417,GPS
South Africa,Free State,Mmamahabane Clinic,Clinic,MoH,-28.0916999999999,27.1477,GPS
South Africa,Free State,Mofumahadi Manapo Mopeli Hospital,Regional Hospital,MoH,-28.5369999999999,28.8050999999999,GPS
South Africa,Free State,Mohau Hospital,District Hospital,MoH,-27.8323,25.9154,GPS
South Africa,Free State,Mokwena Clinic,Clinic,MoH,-29.1938999999999,26.8406999999999,GPS
South Africa,Free State,Molefi Tau Clinic,Clinic,MoH,-29.2108999999999,26.7193,GPS
South Africa,Free State,Monontsha Clinic,Clinic,MoH,-28.5656,28.7449,GPS
South Africa,Free State,Monument Clinic,Clinic,MoH,-29.1327,26.2188,GPS
South Africa,Free State,Mphatlalatsane Clinic,Clinic,MoH,-28.5093,28.8368,GPS
South Africa,Free State,Mphohadi Clinic,Clinic,MoH,-28.1977,28.3258,GPS
South Africa,Free State,MUCPP CHC,Community Health Centre,MoH,-29.1792,26.2428999999999,GPS
South Africa,Free State,Nala Hospital,District Hospital,MoH,-27.3946,26.6177999999999,GPS
South Africa,Free State,Namahali Clinic,Clinic,MoH,-28.5836,28.8295999999999,GPS
South Africa,Free State,National District Hospital,District Hospital,MoH,-29.1269999999999,26.2063999999999,GPS
South Africa,Free State,National District Hospital Gateway Clinic,Clinic,MoH,-29.1281,26.207,GPS
South Africa,Free State,Nelson Mandela Clinic,Clinic,MoH,-29.731,25.9416,GPS
South Africa,Free State,Nketoana Hospital,District Hospital,MoH,-27.8028,28.4189,GPS
South Africa,Free State,Noorderbloem Clinic,Clinic,MoH,-29.1499999999999,26.25,GPS
South Africa,Free State,Nothnagel Clinic,Clinic,MoH,-28.6765,27.4202,GPS
South Africa,Free State,Nthabiseng Clinic,Clinic,MoH,-28.5908,28.7822,GPS
South Africa,Free State,Opkoms Clinic,Clinic,MoH,-29.1445,26.2523,GPS
South Africa,Free State,Oppermansgronde Clinic,Clinic,MoH,-29.4134999999999,24.7448,GPS
South Africa,Free State,OR Tambo Clinic,Clinic,MoH,-28.1496,26.8873,GPS
South Africa,Free State,OR Tambo Senekal Clinic,Clinic,MoH,-28.3257,27.6134999999999,GPS
South Africa,Free State,Paballong Clinic,Clinic,MoH,-28.5551999999999,28.777,GPS
South Africa,Free State,Parys Clinic,Clinic,MoH,-26.8993,27.4572,GPS
South Africa,Free State,Parys Hospital,District Hospital,MoH,-26.8959,27.4721,GPS
South Africa,Free State,Paul Roux Clinic,Clinic,MoH,-28.2959999999999,27.9556,GPS
South Africa,Free State,PAX CHC,Community Health Centre,MoH,-27.1988999999999,26.9498,GPS
South Africa,Free State,Pelonomi Hospital,Provincial Tertiary Hospital,MoH,-29.1413,26.2456999999999,GPS
South Africa,Free State,Petsana Clinic,Clinic,MoH,-27.8039999999999,28.4465,GPS
South Africa,Free State,Phahameng Bultfontein Clinic,Clinic,MoH,-28.3006999999999,26.1484999999999,GPS
South Africa,Free State,Phahameng Frankfort Clinic,Clinic,MoH,-27.2548999999999,28.5131,GPS
South Africa,Free State,Phedisanang Clinic,Clinic,MoH,-27.8565,26.7704999999999,GPS
South Africa,Free State,Phedisong Clinic,Clinic,MoH,-27.0212,28.6276,GPS
South Africa,Free State,Phekolong Cornelia Clinic,Clinic,MoH,-27.2285,28.8507,GPS
South Africa,Free State,Phekolong Hospital,District Hospital,MoH,-28.2176,28.3264999999999,GPS
South Africa,Free State,Phekolong Reddersburg Clinic,Clinic,MoH,-29.6527999999999,26.1664999999999,GPS
South Africa,Free State,Phetogo Clinic,Clinic,MoH,-29.3676999999999,26.8368,GPS
South Africa,Free State,Philani Clinic,Clinic,MoH,-27.2679,28.5047999999999,GPS
South Africa,Free State,Philippolis Clinic,Clinic,MoH,-30.2663,25.2750999999999,GPS
South Africa,Free State,Phomolong Ficksburg Clinic,Clinic,MoH,-28.8943,27.8817999999999,GPS
South Africa,Free State,Phomolong Hennenman Clinic,Clinic,MoH,-28.0139999999999,27.0811999999999,GPS
South Africa,Free State,Phumelela Hospital,District Hospital,MoH,-27.4334999999999,29.1557999999999,GPS
South Africa,Free State,Phuthaditjhaba Clinic,Clinic,MoH,-28.5200999999999,28.8205999999999,GPS
South Africa,Free State,Phuthuloha Hospital,District Hospital,MoH,-28.8813,27.872,GPS
South Africa,Free State,Poly Clinic,Clinic,MoH,-29.1338,26.2391,GPS
South Africa,Free State,Potlako Motlohi Clinic,Clinic,MoH,-29.2715999999999,26.7231999999999,GPS
South Africa,Free State,Pule Sefatsa Clinic,Clinic,MoH,-29.2613999999999,26.6911999999999,GPS
South Africa,Free State,Qalabotjha Clinic,Clinic,MoH,-27.0203999999999,28.625,GPS
South Africa,Free State,Qholaqhwe Clinic,Clinic,MoH,-28.5228,28.8551,GPS
South Africa,Free State,Rainbow Clinic,Clinic,MoH,-27.5534,28.5132,GPS
South Africa,Free State,Rammulotsi Clinic,Clinic,MoH,-27.1949,26.9537,GPS
South Africa,Free State,Rearabetsoe Virginia Clinic,Clinic,MoH,-28.0624,26.8642,GPS
South Africa,Free State,Rearabetswe Clinic,Clinic,MoH,-27.6541,28.1284999999999,GPS
South Africa,Free State,Refengkgotso Clinic,Clinic,MoH,-26.8934,28.0716,GPS
South Africa,Free State,Reitumetse Clinic,Clinic,MoH,-28.6206,28.1954999999999,GPS
South Africa,Free State,Reitz Clinic,Clinic,MoH,-27.803,28.4196999999999,GPS
South Africa,Free State,Relebohile Heilbron Clinic,Clinic,MoH,-27.2716999999999,27.9754,GPS
South Africa,Free State,Relebohile Rosendal Clinic,Clinic,MoH,-28.5084,27.9226999999999,GPS
South Africa,Free State,Relebohile Vredefort Clinic,Clinic,MoH,-27.0020999999999,27.3761,GPS
South Africa,Free State,Rheederspark Clinic,Clinic,MoH,-27.9544999999999,26.7199999999999,GPS
South Africa,Free State,Riebeeckstad Clinic,Clinic,MoH,-27.9334999999999,26.8119,GPS
South Africa,Free State,Riverside Clinic,Clinic,MoH,-28.5437,28.8129999999999,GPS
South Africa,Free State,Sandersville Clinic,Clinic,MoH,-27.2746999999999,27.965,GPS
South Africa,Free State,SANDF Clinic,Clinic,MoH,-29.091,26.1894999999999,GPS
South Africa,Free State,Sasolburg Clinic,Clinic,MoH,-26.8179,27.8277,GPS
South Africa,Free State,Schonkenville Clinic,Clinic,MoH,-26.9331999999999,27.4628,GPS
South Africa,Free State,Seadimo Clinic,Clinic,MoH,-29.1004,26.9845,GPS
South Africa,Free State,Sediba Clinic,Clinic,MoH,-29.0289,26.943,GPS
South Africa,Free State,Sedibeng sa Bophelo Clinic,Clinic,MoH,-27.9454999999999,27.5540999999999,GPS
South Africa,Free State,Seeisoville Clinic,Clinic,MoH,-27.6541,27.2102,GPS
South Africa,Free State,Sehularo Tau Clinic,Clinic,MoH,-30.2591,25.7073,GPS
South Africa,Free State,Sekamotho Mota Clinic,Clinic,MoH,-28.6487,28.8523,GPS
South Africa,Free State,Senekal Clinic,Clinic,MoH,-28.3279,27.6056999999999,GPS
South Africa,Free State,Senekal Farms Clinic,Clinic,MoH,-28.3249999999999,27.6099999999999,GPS
South Africa,Free State,Senorita Ntlabathi Hospital,District Hospital,MoH,-29.2029,27.4481,GPS
South Africa,Free State,Sizabantu Clinic,Clinic,MoH,-27.2661,27.9775999999999,GPS
South Africa,Free State,Soetwater Clinic,Clinic,MoH,-28.8748,27.8759,GPS
South Africa,Free State,Stoffel Coetzee Hospital,District Hospital,MoH,-30.2177,26.5244,GPS
South Africa,Free State,Tebang Clinic,Clinic,MoH,-28.526,28.8723999999999,GPS
South Africa,Free State,Thaba Bosiu Clinic,Clinic,MoH,-28.5981999999999,28.8837,GPS
South Africa,Free State,Thaba Nchu Clinic,Clinic,MoH,-29.218,26.8477999999999,GPS
South Africa,Free State,Thaba Phatswa Clinic,Clinic,MoH,-29.3127999999999,27.1249,GPS
South Africa,Free State,Thabang Clinic,Clinic,MoH,-28.6094,28.8306,GPS
South Africa,Free State,Thabong Clinic,Clinic,MoH,-27.9639999999999,26.7915999999999,GPS
South Africa,Free State,Thambo Container Clinic,Clinic,MoH,-28.3999999999999,27.5,GPS
South Africa,Free State,Thebe Hospital,District Hospital,MoH,-28.2722,29.1381,GPS
South Africa,Free State,Thembalethu Clinic,Clinic,MoH,-30.2139999999999,26.5355999999999,GPS
South Africa,Free State,Thusa Bophelo Clinic,Clinic,MoH,-27.8363,28.978,GPS
South Africa,Free State,Thusanang Sasolburg Clinic,Clinic,MoH,-26.8448999999999,27.8645,GPS
South Africa,Free State,Thusanong Hospital,District Hospital,MoH,-27.8773,26.6591999999999,GPS
South Africa,Free State,Thusanong Kroonstad Clinic,Clinic,MoH,-27.6487,27.1902,GPS
