Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source
South Africa,North West,Charon Clinic,Clinic,MoH,-27.1909999999999,25.3081999999999,GPS
South Africa,North West,Christiana Bloemhof Roadside Clinic,Clinic,MoH,-27.6225999999999,25.5821,GPS
South Africa,North West,Christiana Hospital,District Hospital,MoH,-27.9081,25.1741999999999,GPS
South Africa,North West,Christiana Town Clinic,Clinic,MoH,-27.9168999999999,25.1558999999999,GPS
South Africa,North West,Classic House Clinic,Clinic,MoH,-25.4011999999999,27.1427,GPS
South Africa,North West,Cokonyane Clinic,Clinic,MoH,-27.4850999999999,24.8027,GPS
South Africa,North West,Coligny CHC,Community Health Centre,MoH,-26.3304,26.3249,GPS
South Africa,North West,Colridge Clinic,Clinic,MoH,-26.9500999999999,24.7392,GPS
South Africa,North West,Coverdale Clinic,Clinic,MoH,-27.6389999999999,25.5920999999999,GPS
South Africa,North West,Cyferkuil Kutloanong Clinic,Clinic,MoH,-25.0734999999999,28.2345,GPS
South Africa,North West,Damonsville Clinic,Clinic,MoH,-25.6246,27.8523,GPS
South Africa,North West,David Katnagel Clinic,Clinic,MoH,-25.1128,26.5243,GPS
South Africa,North West,Delareyville CHC,Community Health Centre,MoH,-26.6869,25.4656999999999,GPS
South Africa,North West,Delareyville Clinic,Clinic,MoH,-26.6858,25.456,GPS
South Africa,North West,Delekile Khoza Clinic,Clinic,MoH,-26.7380999999999,26.4171,GPS
South Africa,North West,Dertig Leseding Clinic,Clinic,MoH,-25.2833,28.2333,GPS
South Africa,North West,Dikebu Sediane Clinic,Clinic,MoH,-25.1456,27.9594999999999,GPS
South Africa,North West,Dinokana CHC,Community Health Centre,MoH,-25.4440999999999,25.8646999999999,GPS
South Africa,North West,Dinokana Clinic,Clinic,MoH,-25.4446,25.8644,GPS
South Africa,North West,Disaneng Clinic,Clinic,MoH,-25.8001,25.2974,GPS
South Africa,North West,Dithakong Mahikeng Clinic,Clinic,MoH,-25.9678,25.6300999999999,GPS
South Africa,North West,Driefontein Clinic,Clinic,MoH,-25.1421999999999,25.9739,GPS
South Africa,North West,Dryharts Clinic,Clinic,MoH,-27.3275,24.7246999999999,GPS
South Africa,North West,Dwarsberg Clinic,Clinic,MoH,-24.9377,26.6173,GPS
South Africa,North West,Eckron Clinic,Clinic,MoH,-26.8021999999999,23.7621,GPS
South Africa,North West,Elandskuil Clinic,Clinic,MoH,-25.0733,26.8198,GPS
South Africa,North West,Empilisweni Clinic,Clinic,MoH,-26.8869,26.6038999999999,GPS
South Africa,North West,Fafung Clinic,Clinic,MoH,-25.1921,27.7846,GPS
South Africa,North West,Freedom Park Clinic,Clinic,MoH,-26.2981,27.9341,GPS
South Africa,North West,Ga Motlatla Clinic,Clinic,MoH,-26.0748,26.5691999999999,GPS
South Africa,North West,Ga-Motla Clinic,Clinic,MoH,-25.3592,28.0568999999999,GPS
South Africa,North West,Ganalaagte Clinic,Clinic,MoH,-26.4707,25.5368999999999,GPS
South Africa,North West,Ganyesa CHC,Community Health Centre,MoH,-26.5872999999999,24.1761,GPS
South Africa,North West,Ganyesa Hospital,District Hospital,MoH,-26.5448999999999,24.1386,GPS
South Africa,North West,Gelukspan Gateway Clinic,Clinic,MoH,-26.2007,25.6025999999999,GPS
South Africa,North West,Gelukspan Hospital,District Hospital,MoH,-26.199,25.599,GPS
South Africa,North West,General de la Rey Hospital,District Hospital,MoH,-26.1475,26.1512999999999,GPS
South Africa,North West,Glaudina Clinic,Clinic,MoH,-27.0398999999999,25.6184,GPS
South Africa,North West,Goedgevonden Clinic,Clinic,MoH,-26.1595,26.8982999999999,GPS
South Africa,North West,Gopane Clinic,Clinic,MoH,-25.3175999999999,25.7960999999999,GPS
South Africa,North West,Grace Mokgomo CHC,Community Health Centre,MoH,-26.9558,26.6355,GPS
South Africa,North West,Groot Marico Clinic,Clinic,MoH,-25.5993999999999,26.4191,GPS
South Africa,North West,Hartbeespoort Clinic,Clinic,MoH,-25.7275999999999,27.8782999999999,GPS
South Africa,North West,Hartebeesfontein Clinic,Clinic,MoH,-25.4376,27.5044,GPS
South Africa,North West,Hebron Clinic,Clinic,MoH,-25.55,28.0163,GPS
South Africa,North West,Hoekfontein Mmakau Clinic,Clinic,MoH,-25.6156,27.9440999999999,GPS
South Africa,North West,Huhudi CHC,Community Health Centre,MoH,-26.974,24.7397999999999,GPS
South Africa,North West,Ikemeleng Clinic,Clinic,MoH,-26.3171,27.6756999999999,GPS
South Africa,North West,Ikhutseng Klipgat Clinic,Clinic,MoH,-25.4745999999999,28.0023,GPS
South Africa,North West,Ikotlhaeng Andrew Mahura Clinic,Clinic,MoH,,,
South Africa,North West,Ipelegeng Clinic,Clinic,MoH,-27.1963,25.3065,GPS
South Africa,North West,Ipopeng Clinic,Clinic,MoH,-24.9437,27.0890999999999,GPS
South Africa,North West,Itekeng Clinic,Clinic,MoH,-26.3612,25.9096,GPS
South Africa,North West,Itsoseng CHC,Community Health Centre,MoH,-26.0822,25.8844999999999,GPS
South Africa,North West,Itsoseng Clinic,Clinic,MoH,-26.076,25.881,GPS
South Africa,North West,JB Marks CHC,Community Health Centre,MoH,-26.3201,26.812,GPS
South Africa,North West,Jericho Clinic,Clinic,MoH,-25.3256,27.8022999999999,GPS
South Africa,North West,Job Shimankana Tabane Hospital,Provincial Tertiary Hospital,MoH,-25.6773999999999,27.2443999999999,GPS
South Africa,North West,Joe Morolong Memorial Hospital,Regional Hospital,MoH,-26.9572,24.7161,GPS
South Africa,North West,Jouberton CHC,Community Health Centre,MoH,-26.8952999999999,26.6069,GPS
South Africa,North West,Kana Clinic,Clinic,MoH,-25.5733,27.3033,GPS
South Africa,North West,Kanana Clinic,Clinic,MoH,-26.9636999999999,26.6398,GPS
South Africa,North West,Karlien Park Clinic,Clinic,MoH,-25.3853,27.1418,GPS
South Africa,North West,Kgabalatsane Clinic,Clinic,MoH,-25.5356999999999,27.9581,GPS
South Africa,North West,Kgakala Clinic,Clinic,MoH,-27.218,26.2665,GPS
South Africa,North West,Kgokgojane Clinic,Clinic,MoH,-26.7505999999999,23.98,GPS
South Africa,North West,Kgokgole Clinic,Clinic,MoH,-26.7159,23.9279,GPS
South Africa,North West,Kgomo-Kgomo Clinic,Clinic,MoH,-25.1536,28.0747,GPS
South Africa,North West,Kgomotso Clinic,Clinic,MoH,-27.9825,24.6123,GPS
South Africa,North West,Kgotso Clinic,Clinic,MoH,-26.3524999999999,27.1298999999999,GPS
South Africa,North West,Khayakulu Clinic,Clinic,MoH,-25.1069999999999,26.6545999999999,GPS
South Africa,North West,Khudutlou Clinic,Clinic,MoH,-27.6629,25.0534,GPS
South Africa,North West,Khuma Clinic,Clinic,MoH,-26.8443,26.8713,GPS
South Africa,North West,Khunotswana Clinic,Clinic,MoH,-25.57,25.8276,GPS
South Africa,North West,Klerksdorp-Tshepong Tertiary Hospital,Provincial Tertiary Hospital,MoH,-26.8789,26.6627,GPS
South Africa,North West,Klipdrift Health Post,Health Post,MoH,-33.8119,19.8813999999999,GPS
South Africa,North West,Koedoesrand Clinic,Clinic,MoH,-25.2472999999999,26.6701,GPS
South Africa,North West,Koffiekraal Clinic,Clinic,MoH,-25.2831,26.4193,GPS
South Africa,North West,Kokoana Clinic,Clinic,MoH,-26.0445999999999,23.4888,GPS
South Africa,North West,Kokomeng Clinic,Clinic,MoH,-27.6291,25.041,GPS
South Africa,North West,Kopela Clinic,Clinic,MoH,-26.4236,25.5207,GPS
South Africa,North West,Koster Gateway Clinic,Clinic,MoH,-25.8566,26.893,GPS
South Africa,North West,Koster Hospital,District Hospital,MoH,-25.8563,26.8945,GPS
South Africa,North West,Kraaipan Clinic,Clinic,MoH,-26.2735999999999,25.3058,GPS
South Africa,North West,Kraalhoek Clinic,Clinic,MoH,-24.9148999999999,27.0780999999999,GPS
South Africa,North West,Kromkuil Mpho-ya-batho Clinic,Clinic,MoH,-25.3877999999999,28.0522999999999,GPS
South Africa,North West,Kudunkgwane Clinic,Clinic,MoH,-26.4223,24.4049,GPS
South Africa,North West,Kunana Clinic,Clinic,MoH,-26.3704,25.3271,GPS
South Africa,North West,Lebotloane Clinic,Clinic,MoH,-25.0485,27.9333999999999,GPS
South Africa,North West,Leeudoringstad CHC,Community Health Centre,MoH,-27.2349999999999,26.2373,GPS
South Africa,North West,Lefatlheng Clinic,Clinic,MoH,-25.1667999999999,28.1595,GPS
South Africa,North West,Legkraal Clinic,Clinic,MoH,-25.132,27.0518,GPS
South Africa,North West,Lehurutshe Clinic,Clinic,MoH,-25.4826,25.9633,GPS
South Africa,North West,Lehurutshe Hospital,District Hospital,MoH,-25.4767,25.9815,GPS
South Africa,North West,Lekgophung Clinic,Clinic,MoH,-24.7990999999999,26.0143999999999,GPS
South Africa,North West,Lekoko CHC,Community Health Centre,MoH,-25.9297,25.5032,GPS
South Africa,North West,Lesego Clinic,Clinic,MoH,-26.7281,27.0537999999999,GPS
South Africa,North West,Lesetlheng Clinic,Clinic,MoH,-25.152,27.1218,GPS
South Africa,North West,Leshobo Clinic,Clinic,MoH,-27.4791999999999,24.6988999999999,GPS
South Africa,North West,Letlhabile CHC,Community Health Centre,MoH,-25.4865999999999,27.8429,GPS
South Africa,North West,Letlhakeng Clinic,Clinic,MoH,-25.1467999999999,26.7119,GPS
South Africa,North West,Letsopa Clinic,Clinic,MoH,-26.8066,25.9816,GPS
South Africa,North West,Lichtenburg Fast-Lane Clinic,Clinic,MoH,-26.1676,26.1628,GPS
South Africa,North West,Lichtenburg Municipal Clinic,Clinic,MoH,-26.1470999999999,26.1617999999999,GPS
South Africa,North West,Lincoe Clinic,Clinic,MoH,-24.824,26.8462,GPS
South Africa,North West,Lobatla Clinic,Clinic,MoH,-25.1747,25.8405999999999,GPS
South Africa,North West,Logageng Clinic,Clinic,MoH,-25.9404,24.6933,GPS
South Africa,North West,Lokaleng Clinic,Clinic,MoH,-25.7808999999999,25.5702,GPS
South Africa,North West,Lonely Park Clinic,Clinic,MoH,-25.7349,25.6625,GPS
South Africa,North West,Loporung Clinic,Clinic,MoH,-25.7604,24.9815,GPS
South Africa,North West,Lower Majeakgoro Clinic,Clinic,MoH,-27.7733999999999,24.6694,GPS
South Africa,North West,Luka Clinic,Clinic,MoH,-25.5054,27.1893999999999,GPS
South Africa,North West,Mabeskraal CHC,Community Health Centre,MoH,-25.1952,26.7840999999999,GPS
South Africa,North West,Maboloka Clinic,Clinic,MoH,-25.4281,27.8604999999999,GPS
South Africa,North West,Mabule Clinic,Clinic,MoH,-25.7771,24.5550999999999,GPS
South Africa,North West,Madibe A Makgabane Clinic,Clinic,MoH,-25.9255999999999,25.4051,GPS
South Africa,North West,Madibeng Clinic,Clinic,MoH,-25.6362999999999,27.7767,GPS
South Africa,North West,Madibogo Clinic,Clinic,MoH,-26.4284,25.1628,GPS
South Africa,North West,Madibogopan Clinic,Clinic,MoH,-26.4936,25.1484999999999,GPS
South Africa,North West,Madidi Kleinfontein Clinic,Clinic,MoH,-25.4459,27.9541,GPS
South Africa,North West,Madikwe Clinic,Clinic,MoH,-25.353,26.5304,GPS
South Africa,North West,Madipelesa Clinic,Clinic,MoH,-27.8951999999999,24.4195999999999,GPS
South Africa,North West,Maganeng Clinic,Clinic,MoH,-27.2702999999999,24.6779,GPS
South Africa,North West,Magogong Clinic,Clinic,MoH,-27.6512999999999,24.8164,GPS
South Africa,North West,Magogwe Clinic,Clinic,MoH,-25.9066,25.6069,GPS
South Africa,North West,Magopa Satellite Clinic,Satellite Clinic,MoH,-25.57,27.3,GPS
South Africa,North West,Mahikeng City Council Clinic,Clinic,MoH,-25.8538,25.6374999999999,GPS
South Africa,North West,Mahikeng Gateway Clinic,Clinic,MoH,-25.8842,25.6579,GPS
South Africa,North West,Mahikeng Provincial Hospital,Regional Hospital,MoH,-25.8842,25.6579,GPS
South Africa,North West,Majakaneng Clinic,Clinic,MoH,-25.7405,27.6722,GPS
South Africa,North West,Majara Sephapo Clinic,Clinic,MoH,-26.9675,26.6186,GPS
South Africa,North West,Makapanstad Seaparankwe Clinic,Clinic,MoH,-25.2295,28.126,GPS
South Africa,North West,Makgobistadt CHC,Community Health Centre,MoH,-25.7474999999999,25.0982999999999,GPS
South Africa,North West,Makouspan Clinic,Clinic,MoH,-26.1036,25.6204,GPS
South Africa,North West,Makwassie Clinic,Clinic,MoH,-27.3176999999999,25.9956,GPS
South Africa,North West,Mammutla Clinic,Clinic,MoH,-28.0649,24.5181,GPS
South Africa,North West,Mamusa CHC,Community Health Centre,MoH,-27.149,25.1822,GPS
South Africa,North West,Manthe CHC,Community Health Centre,MoH,-27.5459,24.8851,GPS
South Africa,North West,Maphoitsile Clinic,Clinic,MoH,-27.6015,24.7839999999999,GPS
South Africa,North West,Marcus Zinzele Clinic,Clinic,MoH,-26.8525999999999,26.8192999999999,GPS
South Africa,North West,Mareetsane Clinic,Clinic,MoH,-26.2031999999999,25.4754,GPS
South Africa,North West,Marikana Clinic,Clinic,MoH,-25.6968,27.4808999999999,GPS
South Africa,North West,Maruping Clinic,Clinic,MoH,-25.9499999999999,26.55,GPS
South Africa,North West,Masamane Clinic,Clinic,MoH,-25.8253999999999,24.6215,GPS
South Africa,North West,Masutlhe 1 Clinic,Clinic,MoH,-25.8507,25.4094,GPS
South Africa,North West,Masutlhe 2 Clinic,Clinic,MoH,-25.7854999999999,25.4194999999999,GPS
South Africa,North West,Mathibestad Clinic,Clinic,MoH,-25.2632,28.1706,GPS
South Africa,North West,Mathopestad Clinic,Clinic,MoH,-26.0138,27.1992,GPS
South Africa,North West,Matile Clinic,Clinic,MoH,-26.0799999999999,25.94,GPS
South Africa,North West,Matlapaneng Clinic,Clinic,MoH,-27.4225999999999,24.6855,GPS
South Africa,North West,Matlhonyane Clinic,Clinic,MoH,-25.9764,25.6903,GPS
South Africa,North West,Matloding Clinic,Clinic,MoH,-25.9131,24.6651999999999,GPS
South Africa,North West,Matshepe Clinic,Clinic,MoH,-26.0226,25.7494,GPS
South Africa,North West,Maubane Clinic,Clinic,MoH,-25.2775,28.2659999999999,GPS
South Africa,North West,Maureen Roberts Clinic,Clinic,MoH,-25.8728,25.6538,GPS
South Africa,North West,Mayayane Health Post,Health Post,MoH,-26.46,24.55,GPS
South Africa,North West,Mfidikwe Clinic,Clinic,MoH,-25.6633,27.3433999999999,GPS
South Africa,North West,Miga Clinic,Clinic,MoH,-25.6519,25.5635,GPS
South Africa,North West,Mmakaunyane Clinic,Clinic,MoH,-25.3892999999999,27.8752,GPS
South Africa,North West,Mmankaipaya Clinic,Clinic,MoH,-24.9812,26.5630999999999,GPS
South Africa,North West,Mmasebudule Clinic,Clinic,MoH,-25.0413999999999,26.3049,GPS
South Africa,North West,Mocoseng Clinic,Clinic,MoH,-25.8905999999999,25.5865,GPS
South Africa,North West,Mocweding Clinic,Clinic,MoH,-27.6932,24.6649999999999,GPS
South Africa,North West,Modderkuil Clinic,Clinic,MoH,-25.1236,27.1976,GPS
South Africa,North West,Modderspruit Satellite Clinic,Satellite Clinic,MoH,-25.7237,27.6523,GPS
South Africa,North West,Modimola Clinic,Clinic,MoH,-25.8614999999999,25.4546999999999,GPS
South Africa,North West,Mofufutso Clinic,Clinic,MoH,-26.445,25.4006,GPS
South Africa,North West,Mogogelo Clinic,Clinic,MoH,-25.3509999999999,28.1447,GPS
South Africa,North West,Mogopa Clinic,Clinic,MoH,-26.3099999999999,26.85,GPS
South Africa,North West,Mogosane Clinic,Clinic,MoH,-25.7380999999999,25.5506999999999,GPS
South Africa,North West,Mogwase CHC,Community Health Centre,MoH,-25.2747999999999,27.2249,GPS
South Africa,North West,Mohadin Clinic,Clinic,MoH,-26.7148,27.0337,GPS
South Africa,North West,Moiletsoane Buffelsdoorn Clinic,Clinic,MoH,-25.3806,27.9313,GPS
South Africa,North West,Mokgareng Clinic,Clinic,MoH,-27.5302,24.7060999999999,GPS
South Africa,North West,Mokgola Clinic,Clinic,MoH,-25.3282999999999,26.1236,GPS
South Africa,North West,Molatedi Clinic,Clinic,MoH,-24.8508,26.4983,GPS
South Africa,North West,Molelema Clinic,Clinic,MoH,-27.657,24.998,GPS
South Africa,North West,Molorwe Clinic,Clinic,MoH,-25.0881,26.8985999999999,GPS
South Africa,North West,Monakato Clinic,Clinic,MoH,-25.3572999999999,27.2761999999999,GPS
South Africa,North West,Mononono Clinic,Clinic,MoH,-25.0441,27.1877,GPS
South Africa,North West,Montsana Clinic,Clinic,MoH,-25.0995999999999,26.5855,GPS
South Africa,North West,Montshioa Stadt CHC,Community Health Centre,MoH,-25.8709999999999,25.6343999999999,GPS
South Africa,North West,Montshioa Town Clinic,Clinic,MoH,-25.8522,25.6261,GPS
South Africa,North West,Moretele Clinic,Clinic,MoH,-25.1457,27.9603,GPS
South Africa,North West,Morokwaneng Clinic,Clinic,MoH,-26.0849,23.7308999999999,GPS
South Africa,North West,Morokweng CHC,Community Health Centre,MoH,-26.1269999999999,23.7742,GPS
South Africa,North West,Moruleng Clinic,Clinic,MoH,-25.1696999999999,27.1678,GPS
South Africa,North West,Moses Kotane Hospital,District Hospital,MoH,-25.3809,27.058,GPS
South Africa,North West,Moshana CHC,Community Health Centre,MoH,-24.9757,25.8905999999999,GPS
South Africa,North West,Moshawane Health Post,Health Post,MoH,-26.4699999999999,24.5599999999999,GPS
South Africa,North West,Moswana Clinic,Clinic,MoH,-26.5287,24.2352999999999,GPS
South Africa,North West,Mosweu Clinic,Clinic,MoH,-25.6743999999999,28.1091,GPS
South Africa,North West,Mothanthanyaneng Clinic,Clinic,MoH,-27.6661,24.9107999999999,GPS
South Africa,North West,Mothutlong Clinic,Clinic,MoH,-25.6029,27.8845999999999,GPS
South Africa,North West,Motlhabe Clinic,Clinic,MoH,-25.0664,26.9496,GPS
South Africa,North West,Motlhabeng Clinic,Clinic,MoH,-25.8507,25.603,GPS
South Africa,North West,Motswedi Clinic,Clinic,MoH,-25.2845,25.8877999999999,GPS
South Africa,North West,N Pretorious Gateway Clinic,Clinic,MoH,-26.8855,26.6152,GPS
South Africa,North West,Neo Clinic,Clinic,MoH,-24.8352,27.0111999999999,GPS
South Africa,North West,Ngobi Clinic,Clinic,MoH,-25.0276999999999,28.0911,GPS
South Africa,North West,Nic Bodenstein Hospital,District Hospital,MoH,-27.1892999999999,25.983,GPS
South Africa,North West,Ntsweletsoku Health Post,Health Post,MoH,-25.4347999999999,25.9613,GPS
South Africa,North West,Obakeng Clinic,Clinic,MoH,-24.9236,26.6533,GPS
South Africa,North West,Orkney Town Clinic,Clinic,MoH,-26.98,26.669,GPS
South Africa,North West,Ottosdal CHC,Community Health Centre,MoH,-26.8134,26.0093,GPS
South Africa,North West,Oukasie Clinic,Clinic,MoH,-25.6088999999999,27.8035999999999,GPS
South Africa,North West,Pachsdraai Clinic,Clinic,MoH,-25.2082,26.3967999999999,GPS
South Africa,North West,Park Street Clinic,Clinic,MoH,-26.8669,26.6615,GPS
South Africa,North West,Pella CHC,Community Health Centre,MoH,-25.4669999999999,26.4821999999999,GPS
South Africa,North West,Phalane Clinic,Clinic,MoH,-25.2639,26.8444,GPS
South Africa,North West,Phaposane Clinic,Clinic,MoH,-26.5566,24.317,GPS
South Africa,North West,Phatsima Clinic,Clinic,MoH,-25.3958,27.0141999999999,GPS
South Africa,North West,Picong Clinic,Clinic,MoH,-27.5901999999999,24.8646999999999,GPS
South Africa,North West,Piet Plessis CHC,Community Health Centre,MoH,-26.16,24.4087,GPS
South Africa,North West,Pitsedisulejang Clinic,Clinic,MoH,-25.0268,26.4803,GPS
South Africa,North West,Potchefstroom Clinic,Clinic,MoH,-26.7267,27.0839,GPS
South Africa,North West,Potchefstroom Gateway Clinic,Clinic,MoH,-26.7269,27.0838,GPS
South Africa,North West,Potchefstroom Hospital,Regional Hospital,MoH,-26.7286,27.0841999999999,GPS
South Africa,North West,Promosa CHC,Community Health Centre,MoH,-26.7014999999999,27.0313,GPS
South Africa,North West,Pudumoe CHC,Community Health Centre,MoH,-27.4094,24.7213999999999,GPS
South Africa,North West,Rabokala Clinic,Clinic,MoH,-25.5244,27.8932,GPS
South Africa,North West,Ramabesa Health Post,Health Post,MoH,-26.3923999999999,25.1037,GPS
South Africa,North West,Ramatlabama CHC,Community Health Centre,MoH,-25.7029,25.6163999999999,GPS
South Africa,North West,Ramokokastad Clinic,Clinic,MoH,-25.14,27.4553,GPS
South Africa,North West,Ramotshere Moiloa Truck-In Clinic,Clinic,MoH,-25.5247999999999,26.0392,GPS
South Africa,North West,Rampampaspoort Clinic,Clinic,MoH,-24.9852999999999,26.6726999999999,GPS
South Africa,North West,Rankelenyane Clinic,Clinic,MoH,-25.5716,27.4293,GPS
South Africa,North West,Rapulana Clinic,Clinic,MoH,-26.0283,25.6398,GPS
South Africa,North West,Ratjiepan Clinic,Clinic,MoH,-25.3317,28.0889999999999,GPS
South Africa,North West,Ratlou CHC,Community Health Centre,MoH,-26.2625999999999,25.1223999999999,GPS
South Africa,North West,Reagile Clinic,Clinic,MoH,-25.849,26.8846999999999,GPS
South Africa,North West,Refentse Mmakgabetlwane Clinic,Clinic,MoH,-25.1938,26.5920999999999,GPS
South Africa,North West,Reivilo CHC,Community Health Centre,MoH,-27.5676999999999,24.1777,GPS
South Africa,North West,Rietfontein Clinic,Clinic,MoH,-25.3105,26.7634,GPS
South Africa,North West,Rietpan Clinic,Clinic,MoH,-25.1113,25.9453,GPS
South Africa,North West,Rugtesloot Clinic,Clinic,MoH,-25.0268,27.8535,GPS
South Africa,North West,Rustenburg Gateway Clinic,Clinic,MoH,-25.4060999999999,27.1466999999999,GPS
South Africa,North West,Sandfontein Clinic,Clinic,MoH,-25.1864999999999,27.2666,GPS
South Africa,North West,Sannieshof CHC,Community Health Centre,MoH,-26.523,25.8033,GPS
South Africa,North West,Schweizer-Reneke Hospital,District Hospital,MoH,-27.1817999999999,25.3288,GPS
South Africa,North West,Schweizer-Reneke Town Clinic,Clinic,MoH,-27.1906,25.3292,GPS
South Africa,North West,Segametsi Mogaetsho Clinic,Clinic,MoH,-27.3271,25.9807999999999,GPS
South Africa,North West,Segwaelane Clinic,Clinic,MoH,-25.6654,27.6099999999999,GPS
South Africa,North West,Seolong Clinic,Clinic,MoH,-25.1445,26.826,GPS
South Africa,North West,Seraleng Clinic,Clinic,MoH,-25.6603999999999,27.2448,GPS
South Africa,North West,Sesobe Clinic,Clinic,MoH,-25.0408,26.4295,GPS
South Africa,North West,Setabeng Clinic,Clinic,MoH,-25.902,23.5033999999999,GPS
South Africa,North West,Setlagole Clinic,Clinic,MoH,-26.3028,25.1285999999999,GPS
South Africa,North West,Setlopo Clinic,Clinic,MoH,-25.9329,25.6557999999999,GPS
South Africa,North West,Sifikile Clinic,Clinic,MoH,-29.8168,30.6165999999999,GPS
South Africa,North West,Siga Clinic,Clinic,MoH,-25.1940999999999,26.5906999999999,GPS
South Africa,North West,Silverkrans Clinic,Clinic,MoH,-25.4939,26.6206,GPS
South Africa,North West,Sonop Clinic,Clinic,MoH,-25.6492,27.6982,GPS
South Africa,North West,Soutpansleegte Clinic,Clinic,MoH,-25.1683999999999,27.9056,GPS
South Africa,North West,Stella CHC,Community Health Centre,MoH,-26.5476999999999,24.8598,GPS
South Africa,North West,Steve Tshwete Clinic,Clinic,MoH,-26.7239,27.0203999999999,GPS
South Africa,North West,Stilfontein Clinic,Clinic,MoH,-26.8446,26.7752,GPS
South Africa,North West,Sunrisepark Clinic,Clinic,MoH,-25.6743999999999,27.2406,GPS
South Africa,North West,Supingstad Clinic,Clinic,MoH,-24.7882,26.0538999999999,GPS
South Africa,North West,Swartdam Rekopantswe Clinic,Clinic,MoH,-25.2973,28.055,GPS
South Africa,North West,Swartkopfontein Health Post,Health Post,MoH,-24.9125,25.9095,GPS
South Africa,North West,Swartruggens CHC,Community Health Centre,MoH,-25.6331999999999,26.6846999999999,GPS
South Africa,North West,Swartruggens Clinic,Clinic,MoH,-25.6489,26.689,GPS
South Africa,North West,Taung Gateway Clinic,Clinic,MoH,-27.5377,24.7917999999999,GPS
South Africa,North West,Taung Hospital,District Hospital,MoH,-27.5377,24.7917999999999,GPS
South Africa,North West,Taung Station Clinic,Clinic,MoH,-27.5718999999999,24.7606,GPS
South Africa,North West,Thekwane Clinic,Clinic,MoH,-25.669,27.3709999999999,GPS
South Africa,North West,Thulwe Clinic,Clinic,MoH,-25.2504999999999,28.1997,GPS
South Africa,North West,Thusong Gateway Clinic,Clinic,MoH,-26.0517,25.9482,GPS
South Africa,North West,Thusong Hospital,District Hospital,MoH,-26.0546,25.9488999999999,GPS
South Africa,North West,Tigane CHC,Community Health Centre,MoH,-26.7352999999999,26.4219,GPS
South Africa,North West,Tladistad Clinic,Clinic,MoH,-25.2029999999999,28.0413,GPS
South Africa,North West,Tlakgameng CHC,Community Health Centre,MoH,-26.4682,24.3434999999999,GPS
South Africa,North West,Tlapeng Ganyesa Clinic,Clinic,MoH,-26.6544999999999,24.1029,GPS
South Africa,North West,Tlapeng Greater Taung Clinic,Clinic,MoH,-27.5183,24.954,GPS
South Africa,North West,Tlapeng Mahikeng Clinic,Clinic,MoH,-25.7198999999999,25.4554,GPS
South Africa,North West,Tlaseng Clinic,Clinic,MoH,-25.4718,27.35,GPS
South Africa,North West,Tlhabane CHC,Community Health Centre,MoH,-25.6383,27.2165,GPS
South Africa,North West,Tlhabologang Clinic,Clinic,MoH,-26.3294999999999,26.2998,GPS
South Africa,North West,Top City Clinic,Clinic,MoH,-26.7352999999999,27.0359,GPS
South Africa,North West,Tseoge Clinic,Clinic,MoH,-25.5916,23.3109,GPS
South Africa,North West,Tsetse Clinic,Clinic,MoH,-25.7353999999999,25.6647,GPS
South Africa,North West,Tshidilamolomo Clinic,Clinic,MoH,-25.8301,24.6743999999999,GPS
South Africa,North West,Tshireletso Clinic,Clinic,MoH,-25.0211,26.9241999999999,GPS
South Africa,North West,Tsholofelo Clinic,Clinic,MoH,-26.8914,26.5894,GPS
South Africa,North West,Tshunyane Clinic,Clinic,MoH,-26.0391,25.5261999999999,GPS
South Africa,North West,Tswelelang 1 Clinic,Clinic,MoH,-27.2199999999999,25.9848,GPS
South Africa,North West,Tswelelang 2 CHC,Community Health Centre,MoH,-27.2216999999999,25.9754,GPS
South Africa,North West,Tswelelopele CHC,Community Health Centre,MoH,-25.5583999999999,26.0974,GPS
South Africa,North West,Tumelong NGO Clinic,Clinic,Private not for profit,-25.7502999999999,28.1555,GPS
South Africa,North West,Tweelaagte Clinic,Clinic,MoH,-25.2724,26.8529,GPS
South Africa,North West,Tweelingspan Clinic,Clinic,MoH,-27.5595,25.0052999999999,GPS
South Africa,North West,Uitkyk Clinic,Clinic,MoH,-25.2034999999999,26.4303999999999,GPS
South Africa,North West,Umuzimuhle Clinic,Clinic,MoH,-26.9332999999999,26.7333,GPS
South Africa,North West,Unit 9 CHC,Community Health Centre,MoH,-25.8450999999999,25.5901,GPS
South Africa,North West,Upper Majeakgoro Clinic,Clinic,MoH,-27.7955,24.6258,GPS
South Africa,North West,Utlwanang Clinic,Clinic,MoH,-27.8951999999999,25.1285999999999,GPS
South Africa,North West,Ventersdorp CHC,Community Health Centre,MoH,-26.3100999999999,26.8185,GPS
South Africa,North West,Ventersdorp Gateway Clinic,Clinic,MoH,-26.3105,26.8189999999999,GPS
South Africa,North West,Ventersdorp Tsetse Satellite Clinic,Satellite Clinic,MoH,-26.1727999999999,26.7944,GPS
South Africa,North West,Vlakplaas Clinic,Clinic,MoH,-25.0033999999999,26.8783999999999,GPS
South Africa,North West,Vrede 2 Clinic,Clinic,MoH,-25.4666999999999,26.5614999999999,GPS
South Africa,North West,Vriesgewacht Clinic,Clinic,MoH,-26.5337999999999,25.408,GPS
