name,type,ownership,latitude,longitude,source
Hondeklipbaai Clinic,Clinic,MoH,-30.3189,17.2789,GPS
Hopetown Clinic,Clinic,MoH,-29.6170,24.1021,GPS
Hopetown Wege CHC,Community Health Centre,MoH,-29.6275,24.0888,GPS
Ikhutseng Clinic,Clinic,MoH,-28.1323,24.8584,GPS
Jan Kempdorp CHC,Community Health Centre,MoH,-27.9221,24.8347,GPS
Jan Kempdorp Clinic,Clinic,MoH,-27.9221,24.8347,GPS
Jan Witbooi Clinic,Clinic,MoH,-27.5854,22.8717,GPS
Jenn Haven Clinic,Clinic,MoH,-28.2263,23.2515,GPS
Jerry Botha Clinic,Clinic,MoH,-27.7528,24.8069,GPS
Joe Slovo CHC,Community Health Centre,MoH,-30.5658,17.9893,GPS
Kagiso CHC,Community Health Centre,MoH,-27.4050,23.4920,GPS
Kakamas Clinic,Clinic,MoH,-28.7796,20.6225,GPS
Kakamas Hospital,District Hospital,MoH,-28.7805,20.6225,GPS
Kalksluit Clinic,Clinic,MoH,-28.5511,21.1543,GPS
Kamasies Satellite Clinic,Satellite Clinic,MoH,-30.0302,18.2701,GPS
Kamden CHC,Community Health Centre,MoH,-27.3592,23.8899,GPS
Kamieskroon Clinic,Clinic,MoH,-30.2118,17.9323,GPS
Kanoneiland Satellite Clinic,Satellite Clinic,MoH,-28.6539,21.0862,GPS
Karos Satellite Clinic,Satellite Clinic,MoH,-28.4221,21.6132,GPS
Kathu Clinic,Clinic,MoH,-27.6976,23.0510,GPS
Katrina Koikoi Clinic,Clinic,MoH,-27.9486,22.7430,GPS
Keimoes CHC,Community Health Centre,MoH,-28.7054,20.9559,GPS
Keimoes Clinic,Clinic,MoH,-28.7006,20.9614,GPS
Kenhardt CHC,Community Health Centre,MoH,-29.3537,21.1586,GPS
Kenhardt Clinic,Clinic,MoH,-29.3413,21.1600,GPS
Keolopile Olepeng Clinic,Clinic,MoH,-27.2222,23.2145,GPS
Keurtjieskloof Clinic,Clinic,MoH,-30.0108,24.7307,GPS
Kharkams Garagams Clinic,Clinic,MoH,-30.3700,17.8880,GPS
Kheis Satellite Clinic,Satellite Clinic,MoH,-30.4617,17.9937,GPS
Kholekile Edward Twani Clinic,Clinic,MoH,-30.6699,24.0225,GPS
Kimberley City Clinic,Clinic,MoH,-28.7450,24.7639,GPS
Kimberley Hospital,Provincial Tertiary Hospital,MoH,-28.7460,24.7726,GPS
Klein Mier Satellite Clinic,Satellite Clinic,MoH,-26.7396,20.2757,GPS
Klein Pella Satellite Clinic,Satellite Clinic,MoH,-29.0305,19.1547,GPS
Klipfontein Satellite Clinic,Satellite Clinic,MoH,-30.5049,17.8290,GPS
Komaggas Clinic,Clinic,MoH,-29.7961,17.4881,GPS
Kuboes Clinic,Clinic,MoH,-28.4478,16.9927,GPS
Kuruman Clinic,Clinic,MoH,-27.4473,23.4359,GPS
Kuruman Hospital,District Hospital,MoH,-27.4602,23.4437,GPS
Kuyasa Clinic,Clinic,MoH,-30.7181,25.1082,GPS
Laxey Clinic,Clinic,MoH,-26.7224,23.1670,GPS
Leerkrans Satellite Clinic,Satellite Clinic,MoH,-28.4061,21.5245,GPS
Lehlohonolo Adams Clinic,Clinic,MoH,-29.0681,23.7744,GPS
Lekkersing Clinic,Clinic,MoH,-29.0016,17.0958,GPS
Leliefontein Clinic,Clinic,MoH,-30.3146,18.0830,GPS
Lennertsville Clinic,Clinic,MoH,-28.7517,20.9963,GPS
Lepelfontein Satellite Clinic,Satellite Clinic,MoH,-31.0476,17.8522,GPS
Lime Acres Satellite Clinic,Satellite Clinic,MoH,-28.3610,23.4716,GPS
Lingelethu Clinic Pabalello,Clinic,MoH,-28.4382,21.2158,GPS
Loeriesfontein CHC,Community Health Centre,MoH,-30.9640,19.4439,GPS
Loeriesfontein Clinic,Clinic,MoH,-30.5708,19.2598,GPS
Logobate Clinic,Clinic,MoH,-27.1802,23.4079,GPS
Longlands Clinic,Clinic,MoH,-28.4594,24.3597,GPS
Loopeng CHC,Community Health Centre,MoH,-26.7960,23.3516,GPS
Louisvaleweg Clinic,Clinic,MoH,-28.4762,21.2688,GPS
Lowryville Clinic,Clinic,MoH,-30.7081,25.1012,GPS
Loxton Clinic,Clinic,MoH,-31.4760,22.3557,GPS
Lutzburg Satellite Clinic,Satellite Clinic,MoH,-28.7466,20.6302,GPS
Madiba Satellite Clinic Groot Mier,Satellite Clinic,MoH,-26.7396,20.2757,GPS
Ma-Doyle Clinic,Clinic,MoH,-28.7205,24.7414,GPS
Manne Dipico Colesberg Hospital,District Hospital,MoH,-30.7300,25.0896,GPS
Manyeding Clinic,Clinic,MoH,-27.4955,23.6858,GPS
Mapule Matsepane Clinic,Clinic,MoH,-28.7099,24.7263,GPS
Marchand Satellite Clinic,Satellite Clinic,MoH,-28.7321,20.5021,GPS
Maruping Clinic,Clinic,MoH,-27.3461,23.3677,GPS
Marydale Clinic,Clinic,MoH,-29.4096,22.1046,GPS
Masakhane Clinic,Clinic,MoH,-28.7013,24.7340,GPS
Masibambane Clinic,Clinic,MoH,-30.4360,24.4714,GPS
Mataleng Clinic,Clinic,MoH,-28.5342,24.5049,GPS
Matjieskloof Clinic,Clinic,MoH,-29.6715,17.8661,GPS
Mecwetsaneng Clinic,Clinic,MoH,-27.3109,23.6756,GPS
Melkbosrand Satellite Clinic,Satellite Clinic,MoH,-28.7702,19.2692,GPS
Metsimansti Wyk 3 Clinic,Clinic,MoH,-26.9434,23.1649,GPS
Montana Clinic,Clinic,MoH,-30.6467,24.0262,GPS
Mosalashuping Baicumedi Clinic,Clinic,MoH,-27.2000,23.4800,GPS
Nababeep CHC,Community Health Centre,MoH,-29.5927,17.7818,GPS
Nababeep Clinic,Clinic,MoH,-29.5913,17.7821,GPS
Nanqo Simon Zono Clinic,Clinic,MoH,-30.7002,25.0978,GPS
Nelson Rolihlahla Mandela Satellite Clinic,Satellite Clinic,MoH,-28.4522,20.3161,GPS
Niekerkshoop Clinic,Clinic,MoH,-29.3229,22.8391,GPS
Nieuwoudtville Clinic,Clinic,MoH,-31.3674,19.1170,GPS
NKCC Clinic,Clinic,MoH,,,
Nomimi Mothibi Clinic,Clinic,MoH,-27.7740,24.6939,GPS
Norvalspont Clinic,Clinic,MoH,-30.6298,25.4549,GPS
Noupoort Clinic,Clinic,MoH,-31.1848,24.9514,GPS
Noupoort Fritz Visser CHC,Community Health Centre,MoH,-31.1752,24.9555,GPS
Nourivier Satellite Clinic,Satellite Clinic,MoH,-30.1569,18.2084,GPS
Okiep Clinic,Clinic,MoH,-29.5996,17.8834,GPS
Olierivier Satellite Clinic,Satellite Clinic,MoH,-28.5549,24.5866,GPS
Olifantshoek CHC,Community Health Centre,MoH,-27.9382,22.7359,GPS
Onseepkans Clinic,Clinic,MoH,-28.7729,19.2704,GPS
Orania Satellite Clinic,Satellite Clinic,MoH,-29.8106,24.4166,GPS
Padstow Clinic,Clinic,MoH,-26.8244,23.2040,GPS
Pako Seboko Clinic,Clinic,MoH,-27.4196,23.0060,GPS
Pampierstad CHC,Community Health Centre,MoH,-27.7795,24.6888,GPS
Paulshoek Satellite Clinic,Satellite Clinic,MoH,-30.3682,18.2511,GPS
Pella Clinic,Clinic,MoH,-29.0329,19.1545,GPS
Penryn Clinic,Clinic,MoH,-26.8801,23.0669,GPS
Perth Clinic,Clinic,MoH,-26.4614,23.0810,GPS
Petrusville Clinic,Clinic,MoH,-30.0786,24.6736,GPS
Pholong Clinic,Clinic,MoH,-28.1276,24.8516,GPS
Phutanang Clinic,Clinic,MoH,-28.7165,24.6946,GPS
Pietersham Clinic,Clinic,MoH,-27.1903,23.8755,GPS
Platfontein Clinic,Clinic,MoH,-28.7068,24.6530,GPS
Plooysburg Satellite Clinic,Satellite Clinic,MoH,-29.0290,24.2395,GPS
Pniel Satellite Clinic,Satellite Clinic,MoH,-28.6472,24.6994,GPS
Pofadder CHC,Community Health Centre,MoH,-29.1339,19.3983,GPS
Pofadder Clinic,Clinic,MoH,-29.1265,19.3947,GPS
Port Nolloth CHC,Community Health Centre,MoH,-29.2507,16.8716,GPS
Port Nolloth Clinic,Clinic,MoH,-29.2601,16.8776,GPS
Postdene Clinic,Clinic,MoH,-28.3000,23.0865,GPS
Postmasburg Clinic,Clinic,MoH,-28.3276,23.0601,GPS
Postmasburg Hospital,District Hospital,MoH,-28.3276,23.0601,GPS
Prieska Bill Pickard Hospital,District Hospital,MoH,-29.6681,22.7373,GPS
Prieska Clinic,Clinic,MoH,-29.6664,22.7312,GPS
Prof ZK Matthews Hospital,District Hospital,MoH,-28.5400,24.5149,GPS
Progress Clinic,Clinic,MoH,-28.4615,21.2199,GPS
Raaswater Clinic,Clinic,MoH,-28.5923,21.1917,GPS
Richmond CHC,Community Health Centre,MoH,-31.4096,23.9503,GPS
Richmond Clinic,Clinic,MoH,-31.4199,23.9539,GPS
Rietfontein CHC,Community Health Centre,MoH,-26.7368,20.0295,GPS
Ritchie Clinic,Clinic,MoH,-29.0289,24.5880,GPS
Riverton Satellite Clinic,Satellite Clinic,MoH,-28.5182,24.6957,GPS
Rooifontein Satellite Clinic,Satellite Clinic,MoH,-30.0669,18.2616,GPS
Rooiwal Satellite Clinic,Satellite Clinic,MoH,-28.7009,17.5710,GPS
Rooiwinkel Satellite Clinic,Satellite Clinic,MoH,-29.5621,17.8650,GPS
Rusfontein Clinic,Clinic,MoH,-26.9824,23.2541,GPS
Salt Lake Satellite Clinic,Satellite Clinic,MoH,-29.2753,24.0070,GPS
Sanddrift Satellite Clinic,Satellite Clinic,MoH,-28.4125,16.7757,GPS
Sarah Strauss Clinic,Clinic,MoH,-28.4545,21.2051,GPS
Schmidtsdrift Satellite Clinic,Satellite Clinic,MoH,-28.7014,24.0633,GPS
Seoding Clinic,Clinic,MoH,-27.3952,23.4326,GPS
Seseng Satellite Clinic,Satellite Clinic,MoH,,,
Skeifontein Satellite Clinic,Satellite Clinic,MoH,-28.0000,23.0000,GPS
Soebatsfontein Satellite Clinic,Satellite Clinic,MoH,-30.1171,17.5899,GPS
Spoegrivier Satellite Clinic,Satellite Clinic,MoH,-30.3404,17.7604,GPS
Springbok Clinic,Clinic,MoH,-29.6510,17.8766,GPS
Springbok Dr Van Niekerk Hospital,District Hospital,MoH,-29.6605,17.8832,GPS
Steinkopf Clinic,Clinic,MoH,-29.2621,17.7362,GPS
Strydenburg Clinic,Clinic,MoH,-29.6375,23.6689,GPS
Sutherland CHC,Community Health Centre,MoH,-32.3987,20.6656,GPS
Swartkop Clinic,Clinic,MoH,-27.6700,20.2070,GPS
Topline Satellite Clinic,Satellite Clinic,MoH,-28.7525,21.8423,GPS
Tshwaragano Gateway Clinic,Clinic,MoH,-27.3056,23.3457,GPS
Tshwaragano Hospital,District Hospital,MoH,-27.3067,23.3449,GPS
Tsineng Clinic,Clinic,MoH,-27.0884,23.0806,GPS
Tweerivier Satellite Clinic,Satellite Clinic,MoH,-30.3589,17.9860,GPS
Ulco Satellite Clinic,Satellite Clinic,MoH,-28.3291,24.2120,GPS
Upington Clinic,Clinic,MoH,-28.4648,21.2188,GPS
Valspan Clinic,Clinic,MoH,-27.9150,24.8185,GPS
Van Wyksvlei Clinic,Clinic,MoH,-30.3484,21.8240,GPS
Van Zylsrus Clinic,Clinic,MoH,-26.8784,22.0532,GPS
Victoria West BJ Kempengedenk CHC,Community Health Centre,MoH,-31.4060,23.1177,GPS
Victoria West Clinic,Clinic,MoH,-31.4065,23.1185,GPS
Vilandersbron Satellite Clinic,Satellite Clinic,MoH,-26.8082,20.0953,GPS
Vioolsdrift Clinic,Clinic,MoH,-28.7727,17.6255,GPS
Vosburg CHC,Community Health Centre,MoH,-30.5762,22.8781,GPS
Warrenton CHC,Community Health Centre,MoH,-28.1070,24.8593,GPS
Warrenvale Clinic,Clinic,MoH,-28.1015,24.8697,GPS
Wegdraai Satellite Clinic,Satellite Clinic,MoH,-28.8371,21.8632,GPS
Williston CHC,Community Health Centre,MoH,-31.3353,20.9150,GPS
Windsorton Clinic,Clinic,MoH,-28.3287,24.7142,GPS
Witbank Satellite Clinic,Satellite Clinic,MoH,-28.8649,18.6709,GPS
Wrenchville Clinic,Clinic,MoH,-27.4508,23.4592,GPS
Aan-het-Pad Clinic,Clinic,MoH,-33.9111,18.8552,GPS
Abbotsdale Satellite Clinic,Satellite Clinic,MoH,-33.4891,18.6761,GPS
Adriaanse Clinic,Clinic,Local authority,-33.9380,18.5846,GPS
Alan Blyth Hospital,District Hospital,MoH,-33.4872,21.2689,GPS
Albertinia Clinic,Clinic,MoH,-34.2047,21.5844,GPS
Albow Gardens Clinic,Clinic,Local authority,-33.8978,18.4909,GPS
Alphen Clinic,Clinic,Local authority,-34.0195,18.4462,GPS
Alphen Satellite Clinic,Satellite Clinic,Local authority,-34.0192,18.4459,GPS
Amalienstein Clinic,Clinic,MoH,-33.4861,21.4649,GPS
Annie Brown Clinic,Clinic,MoH,-33.3769,19.3125,GPS
Ashbury Clinic,Clinic,MoH,-33.7677,20.1497,GPS
Aurora Satellite Clinic,Satellite Clinic,MoH,-32.7077,18.4819,GPS
Avontuur Satellite Clinic,Satellite Clinic,MoH,-33.7287,23.1698,GPS
Baardskeerdersbos Satellite Clinic,Satellite Clinic,MoH,-34.5861,19.5714,GPS
Barrydale Clinic,Clinic,MoH,-33.9078,20.7228,GPS
Beaufort West Constitution Street Clinic,Clinic,MoH,-32.3483,22.5831,GPS
Beaufort West District Council Clinic,Clinic,Local authority,-32.3501,22.5870,GPS
Beaufort West Hospital,District Hospital,MoH,-32.3527,22.6075,GPS
Bella Vista Clinic,Clinic,MoH,-33.3326,19.3202,GPS
Bellville South CHC/Clinic,Community Health Centre/Clinic,MoH,-33.9152,18.6439,GPS
Bereaville Satellite Clinic,Satellite Clinic,MoH,-34.0464,19.5185,GPS
Bergsig Clinic,Clinic,MoH,-33.7905,19.8912,GPS
Betty's Bay Satellite Clinic,Satellite Clinic,MoH,-34.3403,19.0163,GPS
Bird Street Clinic,Clinic,Local authority,-33.9277,18.8572,GPS
Bishop Lavis Clinic,Clinic,Local authority,-33.9483,18.5806,GPS
Bitterfontein Satellite Clinic,Satellite Clinic,MoH,-31.0372,18.2675,GPS
Blanco Clinic,Clinic,Local authority,-33.9436,22.4128,GPS
Bloekombos Clinic,Clinic,Local authority,-33.8472,18.7508,GPS
Blouvlei Clinic,Clinic,MoH,-33.6437,19.0052,GPS
Blue Downs Clinic,Clinic,Local authority,-33.9776,18.6858,GPS
Boland Bank CHC,Community Health Centre,MoH,-34.1171,18.8301,GPS
Bongolethu Clinic,Clinic,MoH,-33.6066,22.2383,GPS
Bongolethu Municipality Clinic,Clinic,Local authority,-33.6060,22.2380,GPS
Bonnievale Main Street Clinic,Clinic,MoH,-33.9361,20.0772,GPS
Bothasig Clinic,Clinic,Local authority,-33.8564,18.5367,GPS
Botrivier Clinic,Clinic,MoH,-34.2308,19.1984,GPS
Brackenfell Clinic,Clinic,Local authority,-33.8766,18.6881,GPS
Brandwacht Satellite Clinic,Satellite Clinic,MoH,-34.0519,22.0544,GPS
Bredasdorp Clinic,Clinic,MoH,-34.5354,20.0477,GPS
Breerivier Clinic,Clinic,MoH,-33.5286,19.2083,GPS
Bridgeton Clinic,Clinic,MoH,-33.5890,22.2123,GPS
Brighton Clinic,Clinic,Local authority,-33.8417,18.7059,GPS
Bruce Road Clinic,Clinic,Local authority,-34.0296,18.5158,GPS
Buffeljagsrivier Clinic,Clinic,MoH,-34.0368,20.5383,GPS
Burger Street Satellite Clinic,Satellite Clinic,Local authority,-33.6391,19.0047,GPS
Caledon Clinic,Clinic,MoH,-34.2371,19.4287,GPS
Caledon Hospital,District Hospital,MoH,-34.2244,19.4345,GPS
Calitzdorp Bergsig Clinic,Clinic,MoH,-33.5280,21.6814,GPS
Camelot and Silversands Satellite Clinic,Satellite Clinic,Local authority,-33.9813,18.6775,GPS
Cape Centre for Children Families and Refugees in Distress Health Post,Health Post,Private not for profit,-33.9213,18.5216,GPS
Ceres Hospital,District Hospital,MoH,-33.3630,19.3008,GPS
Chapel Street Clinic,Clinic,Local authority,-33.9288,18.4399,GPS
Chatsworth Satellite Clinic,Satellite Clinic,MoH,-33.5480,18.5842,GPS
Chestnut Satellite Clinic,Satellite Clinic,Local authority,-33.9488,18.6206,GPS
Citrusdal Clinic,Clinic,MoH,-32.5819,19.0083,GPS
Citrusdal Hospital,District Hospital,MoH,-32.5988,19.0175,GPS
City Employee Wellness Programme Health Post,Health Post,Local authority,,,
Civic Centre Clinic,Clinic,Local authority,-33.9216,18.4294,GPS
Clanwilliam Clinic,Clinic,MoH,-32.1858,18.8919,GPS
Clanwilliam Hospital,District Hospital,MoH,-32.1836,18.8908,GPS
Claremont Clinic,Clinic,Local authority,-33.9819,18.4661,GPS
Cogmanskloof Clinic,Clinic,MoH,-33.8333,20.0360,GPS
Conradie Clinic,Clinic,Local authority,-33.8316,20.0560,GPS
Crags Clinic,Clinic,MoH,-33.9511,23.4919,GPS
Crossroads 1 Clinic,Clinic,Local authority,-33.9952,18.6102,GPS
Crossroads 2 Clinic,Clinic,Local authority,-33.9982,18.5977,GPS
Dal Josaphat Clinic,Clinic,Local authority,-33.6994,19.0161,GPS
D'Almeida Clinic,Clinic,MoH,-34.1766,22.1167,GPS
Dalvale Clinic,Clinic,MoH,-33.7022,18.9917,GPS
Dana Bay Satellite Clinic,Satellite Clinic,MoH,-34.1766,22.1167,GPS
Darling Clinic,Clinic,MoH,-33.3705,18.3869,GPS
De Doorns Clinic,Clinic,MoH,-33.4813,19.6718,GPS
De Rust Blommenek Clinic,Clinic,MoH,-33.4983,22.5178,GPS
De Wet Satellite Clinic,Satellite Clinic,MoH,-33.6052,19.5145,GPS
De Wet/Nuy/Overhex Clinic,Clinic,Local authority,-33.6052,19.5145,GPS
Delft CHC,Community Health Centre,MoH,-33.9642,18.6458,GPS
Delft CHC After hours,Community Health Centre (After hours),MoH,-33.9642,18.6458,GPS
Delft CHC/Clinic,Community Health Centre/Clinic,MoH,-33.9642,18.6458,GPS
Delft South Clinic,Clinic,Local authority,-33.9917,18.6336,GPS
Dennemere Clinic,Clinic,Local authority,-33.9842,18.7049,GPS
Diazville Clinic,Clinic,MoH,-33.0083,17.9225,GPS
Diep River Clinic,Clinic,Local authority,-34.0345,18.4669,GPS
Dirkie Uys CHC/Clinic,Community Health Centre/Clinic,MoH,-33.9106,18.5504,GPS
Dirkie Uys Clinic,Clinic,Local authority,-33.9106,18.5504,GPS
Dirkie Uys Street Satellite Clinic,Satellite Clinic,MoH,-33.9099,19.1200,GPS
Don and Pat Bilton Clinic,Clinic,MoH,-33.9794,18.8489,GPS
Doringbaai Satellite Clinic,Satellite Clinic,MoH,-31.8164,18.2362,GPS
Dr Ivan Toms Clinic,Clinic,Local authority,-33.9918,18.6722,GPS
Driftsands Satellite Clinic,Satellite Clinic,Local authority,-34.0266,18.6964,GPS
Du Noon Clinic,Clinic,Local authority,-33.8191,18.5403,GPS
Durbanville CHC/Clinic,Community Health Centre/Clinic,MoH,-33.8301,18.6542,GPS
Durbanville Clinic,Clinic,Local authority,-33.8301,18.6542,GPS
Dysselsdorp Clinic,Clinic,MoH,-33.5750,22.4397,GPS
Eastern Health Promotion Service,Health Post,Local authority,,,
Eastridge Clinic,Clinic,Local authority,-34.0466,18.6222,GPS
Ebenhaezer Satellite Clinic,Satellite Clinic,MoH,-31.5847,18.2261,GPS
Eendekuil Satellite Clinic,Satellite Clinic,MoH,-32.9008,18.7617,GPS
Eerste River Clinic,Clinic,Local authority,-34.0039,18.7266,GPS
Eerste River Hospital,District Hospital,MoH,-33.9972,18.7191,GPS
Eikendal Clinic,Clinic,Local authority,-33.8565,18.7176,GPS
Elands Bay Clinic,Clinic,MoH,-32.3091,18.3461,GPS
Elim Satellite Clinic,Satellite Clinic,MoH,-34.6771,19.9008,GPS
Elsies River CHC,Community Health Centre,MoH,-33.9316,18.5771,GPS
Elsies River CHC After hours,Community Health Centre (After hours),MoH,-33.9316,18.5771,GPS
Elsies River Clinic,Clinic,Local authority,-33.9297,18.5752,GPS
Empilisweni Worcester Clinic,Clinic,MoH,-33.6441,19.4914,GPS
Eyethu Clinic,Clinic,MoH,-34.1713,22.1131,GPS
Factreton Clinic,Clinic,Local authority,-33.9089,18.5110,GPS
Fagan Street Clinic,Clinic,Local authority,-34.1162,18.8298,GPS
False Bay Hospital,District Hospital,MoH,-34.1319,18.4168,GPS
Fezeka Health Office,Satellite Clinic,Local authority,-34.0021,18.5653,GPS
FiSantékraal Clinic,Clinic,Local authority,-33.7821,18.7179,GPS
Fish Hoek Clinic,Clinic,Local authority,-34.1373,18.4275,GPS
Friemersheim Satellite Clinic,Satellite Clinic,MoH,-33.9530,22.1442,GPS
Gansbaai Clinic,Clinic,MoH,-34.5898,19.3510,GPS
Gansbaai Medical Centre Clinic,Clinic,Local authority,-34.5890,19.3500,GPS
Genadendal Clinic,Clinic,MoH,-34.0368,19.5608,GPS
George ARV Satellite Clinic,Satellite Clinic,MoH,-33.9804,22.4723,GPS
George Central Clinic,Clinic,MoH,-33.9608,22.4536,GPS
George Health Post,Health Post,MoH,-33.9600,22.4530,GPS
George Hospital,Regional Hospital,MoH,-33.9519,22.4503,GPS
George Road Satellite Clinic,Satellite Clinic,MoH,-34.1802,22.1392,GPS
GF Jooste Hospital,District Hospital,MoH,-33.9846,18.5579,GPS
Goedverwacht Satellite Clinic,Satellite Clinic,MoH,-32.8650,18.6983,GPS
Gordon's Bay Clinic,Clinic,Local authority,-34.1532,18.8794,GPS
Gouda Clinic,Clinic,MoH,-33.2927,19.0458,GPS
Graafwater Clinic,Clinic,MoH,-32.1594,18.6056,GPS
Grassy Park Civic Centre Clinic,Clinic,Local authority,-34.0495,18.4964,GPS
Great Brak River Clinic,Clinic,MoH,-34.0401,22.2224,GPS
Green Point Clinic,Clinic,Local authority,-33.9057,18.4160,GPS
Greymead/Molteno Clinic,Clinic,Local authority,-34.1641,19.0350,GPS
Greyton Satellite Clinic,Satellite Clinic,MoH,-34.0501,19.6060,GPS
Groendal Clinic,Clinic,MoH,-33.8949,19.1011,GPS
Groenvallei Satellite Clinic,Satellite Clinic,Local authority,-33.8911,18.6691,GPS
Groote Schuur Hospital,National Central Hospital,MoH,-33.9408,18.4652,GPS
Guguletu CHC,Community Health Centre,MoH,-33.9891,18.5724,GPS
Guguletu CHC After hours,Community Health Centre (After hours),MoH,-33.9891,18.5724,GPS
Guguletu Clinic,Clinic,Local authority,-33.9873,18.5658,GPS
Haarlem Clinic,Clinic,MoH,-33.7344,23.3339,GPS
Hanna Coetzee Clinic,Clinic,MoH,-32.9161,18.0103,GPS
Hanover Park CHC,Community Health Centre,MoH,-33.9946,18.5264,GPS
Hanover Park CHC After hours,Community Health Centre (After hours),MoH,-33.9946,18.5264,GPS
Hanover Park Clinic,Clinic,Local authority,-33.9938,18.5275,GPS
Happy Valley Clinic,Clinic,MoH,-33.9362,20.0772,GPS
Harmonie Clinic,Clinic,Local authority,-33.8510,18.7121,GPS
Hartenbos Satellite Clinic,Satellite Clinic,MoH,-34.1225,22.1103,GPS
Hawston Clinic,Clinic,MoH,-34.3403,19.0295,GPS
Hazendal Satellite Clinic,Satellite Clinic,Local authority,-33.9571,18.5064,GPS
Heidelberg Clinic,Clinic,MoH,-34.1022,20.9628,GPS
Heideveld Clinic,Clinic,Local authority,-33.9680,18.5514,GPS
Helderberg Hospital,District Hospital,MoH,-34.0768,18.8568,GPS
Herbertsdale Satellite Clinic,Satellite Clinic,MoH,-34.0177,21.7622,GPS
Hermanus Clinic,Clinic,MoH,-34.4187,19.2372,GPS
Hermanus Gateway Clinic,Clinic,MoH,-34.4226,19.2283,GPS
Hermanus Hospital,District Hospital,MoH,-34.4226,19.2283,GPS
Hermon Satellite Clinic,Satellite Clinic,Local authority,-33.4390,18.9511,GPS
Herold Satellite Clinic,Satellite Clinic,MoH,-33.8404,22.4439,GPS
Hexberg Satellite Clinic,Satellite Clinic,MoH,-33.7994,19.0161,GPS
Hillcrest Clinic Wellington,Clinic,Local authority,-33.6550,18.9950,GPS
Hillcrest Satellite Clinic,Satellite Clinic,Local authority,-34.0066,18.7044,GPS
Honeyside Satellite Clinic,Satellite Clinic,Local authority,-33.9799,18.5147,GPS
Hornlee Clinic,Clinic,MoH,-34.0486,23.0978,GPS
Hospital Street Clinic,Clinic,Local authority,-33.6461,18.9958,GPS
Hout Bay Harbour CHC/Clinic,Community Health Centre/Clinic,MoH,-34.0541,18.3427,GPS
Hout Bay Harbour Clinic,Clinic,Local authority,-34.0549,18.3427,GPS
Hout Bay Main Road Clinic,Clinic,Local authority,-34.0295,18.3573,GPS
Huis McCrone Clinic,Clinic,MoH,-33.6393,18.9984,GPS
Idas Valley Clinic,Clinic,MoH,-33.9244,18.8750,GPS
JJ Du Pre Le Roux Clinic,Clinic,MoH,-33.7411,18.9619,GPS
Joe Slovo Clinic,Clinic,Local authority,-34.1710,22.1130,GPS
Kalbaskraal Satellite Clinic,Satellite Clinic,MoH,-33.5733,18.6472,GPS
Kannaland Health Post,Health Post,MoH,-33.5280,21.6810,GPS
Karatara Satellite Clinic,Satellite Clinic,MoH,-33.9149,22.8388,GPS
Karl Bremer Hospital,District Hospital,MoH,-33.8926,18.6101,GPS
Kasselsvlei Clinic,Clinic,Local authority,-33.9152,18.6439,GPS
Kayamandi Clinic,Clinic,MoH,-33.9191,18.8461,GPS
Kensington Clinic,Clinic,Local authority,-33.9110,18.5030,GPS
Keurhoek Clinic,Clinic,MoH,-33.9452,22.9358,GPS
Khayelethu Clinic,Clinic,MoH,-34.0336,23.1078,GPS
Khayelitsha Hospital,District Hospital,MoH,-34.0499,18.6739,GPS
Khayelitsha Site B CHC,Community Health Centre,MoH,-34.0287,18.6654,GPS
Khayelitsha Site B CHC After hours,Community Health Centre (After hours),MoH,-34.0287,18.6654,GPS
Khayelitsha Site B Clinic,Clinic,Local authority,-34.0287,18.6654,GPS
Klaarstroom Satellite Clinic,Satellite Clinic,MoH,-33.3309,22.5356,GPS
Klapmuts Clinic,Clinic,MoH,-33.8094,18.8644,GPS
Klawer Clinic,Clinic,MoH,-31.7725,18.6242,GPS
Klein Drakenstein Clinic,Clinic,MoH,-33.7391,19.0244,GPS
Klein Nederburg Clinic,Clinic,MoH,-33.7272,18.9992,GPS
Kleinmond Clinic,Clinic,MoH,-34.3403,19.0163,GPS
Kleinvlei Clinic,Clinic,Local authority,-33.9869,18.7176,GPS
Klip Road Clinic,Clinic,Local authority,-34.0354,18.5031,GPS
Kliprand Satellite Clinic,Satellite Clinic,MoH,-31.0344,18.2675,GPS
Knysna Health Post,Health Post,MoH,-34.0370,23.0600,GPS
Knysna Hospital,District Hospital,MoH,-34.0369,23.0581,GPS
Knysna Town Clinic,Clinic,MoH,-34.0374,23.0503,GPS
Koekenaap Satellite Clinic,Satellite Clinic,MoH,-31.5258,18.2897,GPS
Kommetjie Satellite Clinic,Satellite Clinic,Local authority,-34.1406,18.3290,GPS
Koringberg Satellite Clinic,Satellite Clinic,MoH,-33.0138,18.6775,GPS
Kraaifontein CHC,Community Health Centre,MoH,-33.8529,18.7215,GPS
Kraaifontein CHC After hours,Community Health Centre (After hours),MoH,-33.8529,18.7215,GPS
Kraaifontein Men's Satellite Clinic,Satellite Clinic,Local authority,-33.8537,18.7219,GPS
Kraaifontein Youth Satellite Clinic,Satellite Clinic,Local authority,-33.8530,18.7216,GPS
Kranshoek Clinic,Clinic,MoH,-34.0877,23.2969,GPS
Kuilsriver Clinic,Clinic,Local authority,-33.9254,18.6810,GPS
Kuyasa George Clinic,Clinic,MoH,-33.9995,22.4744,GPS
Kuyasa Male Clinic,Clinic,Local authority,-34.0500,18.6500,GPS
