FacilityId,Ou3uid,FacilityName,Province,District,SubDistrict,Ou2Code,Ou3Code
287824,TbCwPijrHNt,ec Sinebhongo Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
265024,ql0rmwCO9UV,ec Sinqumeni Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Engcobo Local Municipality,431111,732412
251024,gG593Bj4Pw3,ec Sitebe Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
568715,K8jjt6s87Hu,ec Soga Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
100942,QklDVCzIwT6,ec Sonwabile Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,431111,404230
838951,QklDVCzIwT6,ec Sonwabo Zandile Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
637633,gG593Bj4Pw3,ec SOS Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
885151,K8jjt6s87Hu,ec Soto Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Great Kei Local Municipality,431111,252803
453851,zpkQ8sQRTZ3,ec Soweto Clinic,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela A Health sub-District,431111,678321
530215,ql0rmwCO9UV,ec Springrove Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
601033,K8jjt6s87Hu,ec Springs Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mnquma Local Municipality,431111,252803
849033,K8jjt6s87Hu,ec SS Gida Gateway Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Amahlathi Local Municipality,431111,252803
517751,QklDVCzIwT6,ec St Augustine's Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,431111,404230
814724,gG593Bj4Pw3,ec St Barnabas Gateway Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Nyandeni Local Municipality,431111,264903
760860,gG593Bj4Pw3,ec St Elizabeth's Gateway Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,431111,264903
822433,EjbGzWzoog1,ec St Francis Bay Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Kouga Local Municipality,431111,621012
210860,gG593Bj4Pw3,ec St Lucy's Gateway Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Mhlontlo Local Municipality,431111,264903
378260,ql0rmwCO9UV,ec St Mark's Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,431111,732412
952524,K8jjt6s87Hu,ec St Matthew's Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Amahlathi Local Municipality,431111,252803
468251,QklDVCzIwT6,ec St Michael's Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
367133,d12AA2zsVxt,ec St Patrick's Gateway Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,431111,444212
238233,gG593Bj4Pw3,ec Stanford Terrace Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
832324,EjbGzWzoog1,ec Station Hill Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Ndlambe Local Municipality,431111,621012
566724,QklDVCzIwT6,ec Sterkspruit Town Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
230251,ql0rmwCO9UV,ec Sterkstroom Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
283306,K8jjt6s87Hu,ec Stutterheim Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Amahlathi Local Municipality,431111,252803
390642,QklDVCzIwT6,ec Sunduza Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
506360,K8jjt6s87Hu,ec Sundwana Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
569851,ql0rmwCO9UV,ec Swartwater Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,431111,732412
213124,TbCwPijrHNt,ec Sweetwaters Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
884424,iFiImi5WXRl,nc Sarah Strauss Clinic,nc Northern Cape Province,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,866402,741212
628642,xK5IXClMZu4,nc Seoding Clinic,nc Northern Cape Province,nc John Taolo Gaetsewe District Municipality,nc Ga-Segonyana Local Municipality,866402,334321
881515,YYs2UMpZZ5o,nc Springbok Clinic,nc Northern Cape Province,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,866402,259530
485051,YYs2UMpZZ5o,nc Steinkopf Clinic,nc Northern Cape Province,nc Namakwa District Municipality,nc Nama Khoi Local Municipality,866402,259530
242151,t6py4PSEdnz,nw Sandfontein Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,568802,705721
535233,ZWcUeSJI21o,nw Sannieshof CHC,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,568802,740203
952415,lJbNeGCcG2Z,nw Schweizer-Reneke Town Clinic,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Mamusa Local Municipality,568802,841921
969715,iLWjlkUEjzX,nw Segametsi Mogaetsho Clinic,nw North West Province,nw Dr Kenneth Kaunda District Municipality,nw Maquassi Hills Local Municipality,568802,497630
683851,t6py4PSEdnz,nw Segwaelane Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,568802,705721
865315,t6py4PSEdnz,nw Seolong Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,568802,705721
349433,t6py4PSEdnz,nw Seraleng Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,568802,705721
505324,t6py4PSEdnz,nw Sesobe Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,568802,705721
232015,lJbNeGCcG2Z,nw Setabeng Clinic,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,568802,841921
648333,ZWcUeSJI21o,nw Setlagole Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Ratlou Local Municipality,568802,740203
774733,ZWcUeSJI21o,nw Setlopo Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Mahikeng Local Municipality,568802,740203
995124,t6py4PSEdnz,nw Sifikile Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,568802,705721
495124,t6py4PSEdnz,nw Siga Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,568802,705721
415142,t6py4PSEdnz,nw Silverkrans Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moses Kotane Local Municipality,568802,705721
308042,t6py4PSEdnz,nw Sonop Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Madibeng Local Municipality,568802,705721
637524,t6py4PSEdnz,nw Soutpansleegte Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moretele Local Municipality,568802,705721
665906,lJbNeGCcG2Z,nw Stella CHC,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Naledi Local Municipality,568802,841921
678142,iLWjlkUEjzX,nw Steve Tshwete Clinic,nw North West Province,nw Dr Kenneth Kaunda District Municipality,nw JB Marks Local Municipality,568802,497630
474051,iLWjlkUEjzX,nw Stilfontein Clinic,nw North West Province,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,568802,497630
421151,ZWcUeSJI21o,nw Supingstad Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Ramotshere Moiloa Local Municipality,568802,740203
141142,t6py4PSEdnz,nw Swartdam (Rekopantswe) Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Moretele Local Municipality,568802,705721
376751,t6py4PSEdnz,nw Swartruggens CHC,nw North West Province,nw Bojanala Platinum District Municipality,nw Kgetlengrivier Local Municipality,568802,705721
337133,DAfY9rmgyLm,wc Saldanha Clinic,wc Western Cape Province,wc West Coast District Municipality,wc Saldanha Bay Local Municipality,584611,322303
944333,kd9K76vLzaR,wc Sandhills Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Breede Valley Local Municipality,584611,541221
281142,DCPty9q6jMi,wc Sarepta Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Eastern Health sub-District,584611,472412
443824,kd9K76vLzaR,wc Saron Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Drakenstein Local Municipality,584611,541221
222560,DCPty9q6jMi,wc Saxon Sea Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,584611,472412
402106,DCPty9q6jMi,wc Scottsdene Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Northern Health sub-District,584611,472412
832506,DCPty9q6jMi,wc Seawind Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,584611,472412
431651,VpEEvpG5uWw,wc Sedgefield Clinic,wc Western Cape Province,wc Eden District Municipality,wc Knysna Local Municipality,584611,853430
345833,DCPty9q6jMi,wc Silvertown Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Klipfontein Health sub-District,584611,472412
925142,kd9K76vLzaR,wc Simondium Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Drakenstein Local Municipality,584611,541221
625624,kd9K76vLzaR,wc Soetendal Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Drakenstein Local Municipality,584611,541221
750360,DCPty9q6jMi,wc Spencer Road Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Western Health sub-District,584611,472412
461206,DCPty9q6jMi,wc St Vincent Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,584611,472412
271251,R7QUGAX8ENy,wc Stanford Clinic,wc Western Cape Province,wc Overberg District Municipality,wc Overstrand Local Municipality,584611,685330
243524,DCPty9q6jMi,wc Strandfontein Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,584611,472412
448242,R7QUGAX8ENy,wc Struisbaai Clinic,wc Western Cape Province,wc Overberg District Municipality,wc Cape Agulhas Local Municipality,584611,685330
873242,R7QUGAX8ENy,wc Suurbraak Clinic,wc Western Cape Province,wc Overberg District Municipality,wc Swellendam Local Municipality,584611,685330
255551,R7QUGAX8ENy,wc Swellendam PHC Clinic,wc Western Cape Province,wc Overberg District Municipality,wc Swellendam Local Municipality,584611,685330
307115,b5mCCfOR8R3,fs Sandersville Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,217302,543412
280015,b5mCCfOR8R3,fs Sasolburg Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Metsimaholo Local Municipality,217302,543412
817760,b5mCCfOR8R3,fs Schonkenville Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,217302,543412
744324,uCk9SOG7zPC,fs Seadimo Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Thaba N'chu Health sub-District,217302,441412
417051,uCk9SOG7zPC,fs Sediba Clinic,fs Free State Province,fs Mangaung Metropolitan Municipality,fs Thaba N'chu Health sub-District,217302,441412
816206,b5mCCfOR8R3,fs Sedibeng sa Bophelo Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,217302,543412
338533,b5mCCfOR8R3,fs Seeisoville Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,217302,543412
811651,Es8ylB2flCn,fs Sehularo Tau Clinic,fs Free State Province,fs Xhariep District Municipality,fs Kopanong Local Municipality,217302,541712
323851,IdmSgEWAJAJ,fs Sekamotho Mota Clinic,fs Free State Province,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,217302,651821
856933,IdmSgEWAJAJ,fs Senekal Clinic,fs Free State Province,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,217302,651821
587324,b5mCCfOR8R3,fs Sizabantu Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,217302,543412
741551,IdmSgEWAJAJ,fs Soetwater Clinic,fs Free State Province,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,217302,651821
898533,jV5WxrHYFzy,mp Sabie Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,827311,976421
692751,QAFeD9Y7ndl,mp Sakhelwe Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emakhazeni Local Municipality,827311,631203
561506,q7RiAE9fLwc,mp Sakhile Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Lekwa Local Municipality,827311,334903
426842,jV5WxrHYFzy,mp Sandrivier Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
975615,jV5WxrHYFzy,mp Schoemansdal Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
547306,QAFeD9Y7ndl,mp Schoongezicht Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emalahleni Local Municipality,827311,631203
465260,QAFeD9Y7ndl,mp Seabe CHC,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
684960,q7RiAE9fLwc,mp Sead Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,827311,334903
535724,q7RiAE9fLwc,mp Secunda Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,827311,334903
454106,QAFeD9Y7ndl,mp Senzangakhona Digital Village Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
269233,jV5WxrHYFzy,mp Shabalala Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
385324,jV5WxrHYFzy,mp Shatale Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
852351,q7RiAE9fLwc,mp Sheepmoor CHC,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Msukaligwa Local Municipality,827311,334903
448851,jV5WxrHYFzy,mp Sibange Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
871651,jV5WxrHYFzy,mp Sibuyile Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
284533,jV5WxrHYFzy,mp Sihlangu Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
555624,jV5WxrHYFzy,mp Sikhwahlane Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
410406,q7RiAE9fLwc,mp Silobela Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
796415,jV5WxrHYFzy,mp Simile Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,827311,976421
894942,QAFeD9Y7ndl,mp Simunye Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Steve Tshwete Local Municipality,827311,631203
712624,q7RiAE9fLwc,mp Sinqobile Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Dr Pixley Ka Isaka Seme Local Municipality,827311,334903
762024,QAFeD9Y7ndl,mp Siphosesimbi CHC,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emalahleni Local Municipality,827311,631203
428242,QAFeD9Y7ndl,mp Siyabuswa CHC,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
626115,q7RiAE9fLwc,mp Siyathemba CHC,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Dipaleseng Local Municipality,827311,334903
887333,QAFeD9Y7ndl,mp Siyathuthuka Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emakhazeni Local Municipality,827311,631203
256133,jV5WxrHYFzy,mp Skukuza Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
589024,QAFeD9Y7ndl,mp Sr Mashiteng Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Steve Tshwete Local Municipality,827311,631203
754151,q7RiAE9fLwc,mp Stanwest (Azalia) Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Lekwa Local Municipality,827311,334903
788651,jV5WxrHYFzy,mp Steenbok Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
785351,jV5WxrHYFzy,mp Strydomblock Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
232406,q7RiAE9fLwc,mp Swallowsnest Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
539933,thF0XvUHYib,kz Sahlumbe Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,446311,353812
821542,KIRpUjJ7mEi,kz Sakhimpilo Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Endumeni Local Municipality,446311,433121
607715,anWKEo1Z2Pz,kz Samungu Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,446311,367621
746651,ZX1oX6qk4hw,kz Sandanezwe Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,446311,866912
480806,ZX1oX6qk4hw,kz Sangcwaba Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Ubuhlebezwe Local Municipality,446311,866912
827333,D2TQgzl3HzB,kz Santombe Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umuziwabantu Local Municipality,446311,546212
381824,z478S4lofBn,kz Savannah Park Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
454251,D2TQgzl3HzB,kz Scottburgh Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umdoni Local Municipality,446311,546212
238424,Zrt8CaZ4BkE,kz Scottsville Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
445624,z478S4lofBn,kz Sea Cow Lake Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
774415,NivY3BZqeLr,kz Shakaskraal Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz KwaDukuza Local Municipality,446311,585430
451551,z478S4lofBn,kz Shallcross Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
128233,D2TQgzl3HzB,kz Shelly Beach Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
386524,dZylikE1PsB,kz Shemula Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,446311,364630
102742,z478S4lofBn,kz Shongweni Dam Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
287860,KIRpUjJ7mEi,kz Sibuyane Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Umvoti Local Municipality,446311,433121
266706,thF0XvUHYib,kz Sigweje Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,446311,353812
318433,ZX1oX6qk4hw,kz Sihleza Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
676160,BRJK2K5mJIL,kz Siloah Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
342733,Zrt8CaZ4BkE,kz Sinathing Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
628333,ZX1oX6qk4hw,kz Singisi Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
260324,ZX1oX6qk4hw,kz Siphamandla Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
838015,anWKEo1Z2Pz,kz Siphilile Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz uMlalazi Local Municipality,446311,367621
929406,KIRpUjJ7mEi,kz Siphimpilo Clinic,kz KwaZulu-Natal Province,kz Umzinyathi District Municipality,kz Endumeni Local Municipality,446311,433121
644651,dZylikE1PsB,kz Sipho Zungu Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,446311,364630
648833,z478S4lofBn,kz Sivananda Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
478942,BRJK2K5mJIL,kz Siyakhathala Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
447106,BRJK2K5mJIL,kz Sizana Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Ulundi Local Municipality,446311,272903
572224,Zrt8CaZ4BkE,kz Sobantu Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
567633,ZX1oX6qk4hw,kz Sokhela Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,446311,866912
654951,anWKEo1Z2Pz,kz Sokhulu Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz uMfolozi Local Municipality,446311,367621
843242,dZylikE1PsB,kz Somkhele Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Mtubatuba Local Municipality,446311,364630
736515,Zrt8CaZ4BkE,kz Songonzima Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Msunduzi Local Municipality,446311,575421
456315,D2TQgzl3HzB,kz Southport Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
234833,BRJK2K5mJIL,kz Sovane Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Nongoma Local Municipality,446311,272903
445015,D2TQgzl3HzB,kz St Andrew's Gateway Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umuziwabantu Local Municipality,446311,546212
861515,z478S4lofBn,kz St Anne's Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
732460,ZX1oX6qk4hw,kz St Apollinaris Gateway Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz Dr Nkosazana Dlamini Zuma Local Municipality,446311,866912
736351,thF0XvUHYib,kz St Chads CHC,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,446311,353812
948833,D2TQgzl3HzB,kz St Faith's Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umzumbe Local Municipality,446311,546212
759915,z478S4lofBn,kz St James Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
611251,ZX1oX6qk4hw,kz St Margaret's Clinic,kz KwaZulu-Natal Province,kz Harry Gwala District Municipality,kz uMzimkhulu Local Municipality,446311,866912
814515,oEIslAINyYA,kz Stafford Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Newcastle Local Municipality,446311,863112
724324,z478S4lofBn,kz Starwood Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
317551,thF0XvUHYib,kz Steadville Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Alfred Duma Local Municipality,446311,353812
311142,BRJK2K5mJIL,kz Stedham Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Ulundi Local Municipality,446311,272903
845742,z478S4lofBn,kz Stonebridge Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
519742,oEIslAINyYA,kz Sukumani Clinic,kz KwaZulu-Natal Province,kz Amajuba District Municipality,kz Dannhauser Local Municipality,446311,863112
275433,NivY3BZqeLr,kz Sundumbili CHC,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz Mandeni Local Municipality,446311,585430
872933,BRJK2K5mJIL,kz Swart Mfolozi Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
546215,z478S4lofBn,kz Sydenham Heights Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
889442,qTz6ZHmOPus,gp Tamaho Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 2 Health sub-District,333920,565703
114424,HnxwzrjaFJ6,gp Tarlton Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Mogale City Local Municipality,333920,785121
250633,mTGPVqDw39x,gp Temba CHC,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 2 Health sub-District,333920,213103
264851,qTz6ZHmOPus,gp Tembisa Health Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,333920,565703
868224,qTz6ZHmOPus,gp Tembisa Main Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,333920,565703
818815,CT8lZ9vouCK,gp Thembelihle Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
533733,qTz6ZHmOPus,gp Thembelisha Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 2 Health sub-District,333920,565703
591124,eb2pqCr6SPX,gp Thlokomelong Clinic,gp Gauteng Province,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,333920,364303
696060,CT8lZ9vouCK,gp Thoko Mngoma Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg E Health sub-District,333920,757012
318524,CT8lZ9vouCK,gp Thula Mntwana Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
349333,HnxwzrjaFJ6,gp Thusanang (Westonaria) Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Rand West City Local Municipality,333920,785121
